PTU,oids,Latitude,Longitude
PTU-11305,3300025909,42.39,-85.37
PTU-11306,3300036780,35.5,-121.0
PTU-11306,3300035704,35.5,-121.0
PTU-11307,3300049742,29.41,-82.18
PTU-11307,3300049823,29.41,-82.17
PTU-11308,3300043661,38.99,-107.06
PTU-11308,3300036820,37.0,-122.2
PTU-11309,3300035704,35.5,-121.0
PTU-11309,3300036786,35.5,-121.0
PTU-11310,3300056834,68.35,19.05
PTU-11310,3300048775,68.35,19.05
PTU-11311,3300060650,63.88,-149.21
PTU-11311,3300035704,35.5,-121.0
PTU-11312,3300048775,68.35,19.05
PTU-11312,3300050028,68.35,19.05
PTU-11313,3300035704,35.5,-121.0
PTU-11313,3300036786,35.5,-121.0
PTU-11314,3300005327,42.39,-85.37
PTU-11314,3300025909,42.39,-85.37
PTU-11315,3300048775,68.35,19.05
PTU-11315,3300050035,68.36,19.04
PTU-11316,3300049734,32.58,-110.85
PTU-11316,3300049731,32.58,-110.85
PTU-11317,3300049731,32.58,-110.85
PTU-11317,3300049730,32.58,-110.85
PTU-11318,3300037258,37.0,-122.2
PTU-11318,3300035704,35.5,-121.0
PTU-11319,3300005327,42.39,-85.37
PTU-11319,3300025909,42.39,-85.37
PTU-11320,3300049729,68.36,19.04
PTU-11320,3300054973,68.36,19.04
PTU-11321,3300005327,42.39,-85.37
PTU-11321,3300025909,42.39,-85.37
PTU-11322,3300048775,68.35,19.05
PTU-11322,3300048825,68.35,19.05
PTU-11323,3300035704,35.5,-121.0
PTU-11323,3300036800,36.5,-121.8
PTU-11324,3300005327,42.39,-85.37
PTU-11324,3300025909,42.39,-85.37
PTU-11325,3300049822,29.41,-82.17
PTU-11325,3300049742,29.41,-82.18
PTU-11326,3300049742,29.41,-82.18
PTU-11326,3300049823,29.41,-82.17
PTU-11327,2529293282,20.0,77.0
PTU-11327,2908805120,39.0,35.0
PTU-11328,3300036780,35.5,-121.0
PTU-11328,3300035704,35.5,-121.0
PTU-11329,3300005327,42.39,-85.37
PTU-11329,3300025909,42.39,-85.37
PTU-11330,3300048813,68.35,19.05
PTU-11330,3300036820,37.0,-122.2
PTU-11331,3300035704,35.5,-121.0
PTU-11331,3300036786,35.5,-121.0
PTU-11332,3300037258,37.0,-122.2
PTU-11332,3300035704,35.5,-121.0
PTU-11333,3300041966,39.1,-96.61
PTU-11334,3300048774,68.35,19.05
PTU-11334,3300050014,68.35,19.05
PTU-11335,3300005327,42.39,-85.37
PTU-11335,3300025909,42.39,-85.37
PTU-11336,3300048774,68.35,19.05
PTU-11336,3300050028,68.35,19.05
PTU-11337,3300035704,35.5,-121.0
PTU-11337,3300036855,35.5,-121.0
PTU-11338,3300035704,35.5,-121.0
PTU-11338,3300061639,40.04,-105.58
PTU-11339,3300048775,68.35,19.05
PTU-11339,3300048825,68.35,19.05
PTU-11340,3300005327,42.39,-85.37
PTU-11340,3300025909,42.39,-85.37
PTU-11341,3300051855,48.93,13.43
PTU-11341,3300005327,42.39,-85.37
PTU-11342,3300035704,35.5,-121.0
PTU-11342,3300046459,46.12,-123.27
PTU-11343,3300048775,68.35,19.05
PTU-11343,3300048824,68.35,19.05
PTU-11345,3300005327,42.39,-85.37
PTU-11345,3300025909,42.39,-85.37
PTU-11346,3300035704,35.5,-121.0
PTU-11346,3300036829,35.5,-121.0
PTU-11347,3300005535,42.39,-85.37
PTU-11347,3300005329,42.39,-85.37
PTU-11348,3300054953,48.9,13.56
PTU-11348,3300049797,35.88,-106.53
PTU-11349,3300048823,68.35,19.05
PTU-11349,3300048771,68.35,19.05
PTU-11350,2744054510,-10.0,-55.0
PTU-11350,2802428822,23.0,-102.0
PTU-11351,2802428821,40.0,-4.0
PTU-11351,2802428822,23.0,-102.0
PTU-11352,3300048771,68.35,19.05
PTU-11352,3300050014,68.35,19.05
PTU-11353,3300035678,39.04,-120.44
PTU-11353,3300047446,44.59,-123.19
PTU-11354,2802428821,40.0,-4.0
PTU-11354,2802428822,23.0,-102.0
PTU-11355,2844154294,40.0,-4.0
PTU-11355,2896364036,40.0,-4.0
PTU-11356,3300049796,35.88,-106.54
PTU-11356,3300049927,35.88,-106.53
PTU-11357,3300037846,42.53,-72.19
PTU-11357,3300036820,37.0,-122.2
PTU-11358,3300050031,68.35,19.05
PTU-11358,3300048771,68.35,19.05
PTU-11359,3300060664,39.1,-96.56
PTU-11359,3300041966,39.1,-96.61
PTU-11360,3300005329,42.39,-85.37
PTU-11360,3300005842,42.39,-85.37
PTU-11361,3300037258,37.0,-122.2
PTU-11361,3300036820,37.0,-122.2
PTU-11362,3300048772,68.35,19.05
PTU-11362,3300050014,68.35,19.05
PTU-11363,2844154294,40.0,-4.0
PTU-11363,2896364036,40.0,-4.0
PTU-11364,3300049795,35.88,-106.53
PTU-11364,3300049797,35.88,-106.53
PTU-11365,3300036402,38.97,-120.5
PTU-11365,3300035687,39.03,-120.44
PTU-11366,3300025925,42.39,-85.37
PTU-11366,3300005331,42.39,-85.37
PTU-11367,3300025925,42.39,-85.37
PTU-11367,3300005331,42.39,-85.37
PTU-11368,3300048771,68.35,19.05
PTU-11368,3300048791,68.35,19.05
PTU-11369,3300036820,37.0,-122.2
PTU-11369,3300044977,42.3,-72.12
PTU-11370,3300035678,39.04,-120.44
PTU-11370,3300036402,38.97,-120.5
PTU-11371,3300025925,42.39,-85.37
PTU-11371,3300005331,42.39,-85.37
PTU-11372,3300049822,29.41,-82.17
PTU-11372,3300049823,29.41,-82.17
PTU-11373,3300049822,29.41,-82.17
PTU-11373,3300049823,29.41,-82.17
PTU-11374,3300048770,68.35,19.05
PTU-11374,3300048826,68.35,19.05
PTU-11375,3300035678,39.04,-120.44
PTU-11375,3300036402,38.97,-120.5
PTU-11376,3300037258,37.0,-122.2
PTU-11376,3300036820,37.0,-122.2
PTU-11377,3300049822,29.41,-82.17
PTU-11377,3300049823,29.41,-82.17
PTU-11378,3300025925,42.39,-85.37
PTU-11378,3300005331,42.39,-85.37
PTU-11379,3300048771,68.35,19.05
PTU-11379,3300048821,68.35,19.05
PTU-11380,3300049822,29.41,-82.17
PTU-11380,3300049823,29.41,-82.17
PTU-11381,3300035678,39.04,-120.44
PTU-11381,3300057020,41.11,-106.15
PTU-11382,3300049822,29.41,-82.17
PTU-11382,3300049823,29.41,-82.17
PTU-11383,3300035678,39.04,-120.44
PTU-11383,3300036402,38.97,-120.5
PTU-11384,3300049822,29.41,-82.17
PTU-11384,3300049823,29.41,-82.17
PTU-11385,3300048771,68.35,19.05
PTU-11385,3300048778,68.35,19.05
PTU-11386,3300043100,42.3,-72.12
PTU-11386,3300048792,68.36,19.04
PTU-11387,3300049797,35.88,-106.53
PTU-11387,3300049794,35.88,-106.53
PTU-11388,3300049795,35.88,-106.53
PTU-11388,3300049794,35.88,-106.53
PTU-11389,3300049781,35.88,-106.3
PTU-11389,3300053176,35.88,-106.3
PTU-11390,3300053168,35.88,-106.3
PTU-11390,3300049782,35.88,-106.3
PTU-11391,2903967463,36.0,138.0
PTU-11391,2862008770,51.0,9.0
PTU-11392,3300056587,68.35,19.05
PTU-11392,3300048773,68.35,19.05
PTU-11393,3300048773,68.35,19.05
PTU-11393,3300050028,68.35,19.05
PTU-11394,3300041967,41.92,-93.75
PTU-11394,3300035694,57.19,-2.21
PTU-11395,3300048773,68.35,19.05
PTU-11395,3300048813,68.35,19.05
PTU-11396,3300005327,42.39,-85.37
PTU-11396,3300025909,42.39,-85.37
PTU-11397,3300053169,35.88,-106.3
PTU-11397,3300049782,35.88,-106.3
PTU-11398,2822095626,38.0,-97.0
PTU-11398,2823085479,38.0,-97.0
PTU-11399,3300053777,35.88,-106.3
PTU-11399,3300049782,35.88,-106.3
PTU-11400,3300048772,68.35,19.05
PTU-11400,3300050028,68.35,19.05
PTU-11401,3300042996,34.07,-116.17
PTU-11401,3300049167,35.88,-106.3
PTU-11402,3300005327,42.39,-85.37
PTU-11402,3300025909,42.39,-85.37
PTU-11403,3300037068,46.11,-122.99
PTU-11403,3300035695,46.11,-122.99
PTU-11404,3300053165,35.88,-106.3
PTU-11404,3300049782,35.88,-106.3
PTU-11406,3300005327,42.39,-85.37
PTU-11406,3300025909,42.39,-85.37
PTU-11407,3300053168,35.88,-106.3
PTU-11407,3300049782,35.88,-106.3
PTU-11408,2883763884,20.0,77.0
PTU-11408,2832614235,20.0,77.0
PTU-11409,PLSDB_NZ_CP015008.1,39.78,-100.45
PTU-11409,3300049782,35.88,-106.3
PTU-11410,3300053168,35.88,-106.3
PTU-11410,3300049782,35.88,-106.3
PTU-11411,3300050026,68.35,19.05
PTU-11411,3300048772,68.35,19.05
PTU-11412,3300049791,35.88,-106.54
PTU-11412,3300051201,45.27,-97.84
PTU-11413,3300048825,68.35,19.05
PTU-11413,3300048772,68.35,19.05
PTU-11414,3300005329,42.39,-85.37
PTU-11414,3300006237,42.41,-85.4
PTU-11415,2899946620,40.0,-4.0
PTU-11415,2896364036,40.0,-4.0
PTU-11416,3300050026,68.35,19.05
PTU-11416,3300048772,68.35,19.05
PTU-11417,3300048772,68.35,19.05
PTU-11417,3300048777,68.35,19.05
PTU-11418,3300048772,68.35,19.05
PTU-11418,3300056870,68.35,19.05
PTU-11419,3300035692,46.11,-122.99
PTU-11419,3300036786,35.5,-121.0
PTU-11420,2822488404,38.0,-97.0
PTU-11420,2822807559,38.0,-97.0
PTU-11421,3300056791,68.35,19.05
PTU-11421,3300048772,68.35,19.05
PTU-11422,2822488404,38.0,-97.0
PTU-11422,2822807559,38.0,-97.0
PTU-11423,3300035692,46.11,-122.99
PTU-11423,3300035695,46.11,-122.99
PTU-11424,3300035692,46.11,-122.99
PTU-11424,3300035725,46.11,-122.99
PTU-11425,3300035692,46.11,-122.99
PTU-11425,3300035725,46.11,-122.99
PTU-11426,3300035692,46.11,-122.99
PTU-11427,3300005329,42.39,-85.37
PTU-11427,3300009093,42.39,-85.37
PTU-11428,3300056791,68.35,19.05
PTU-11428,3300048772,68.35,19.05
PTU-11429,3300041966,39.1,-96.61
PTU-11430,3300048775,68.35,19.05
PTU-11430,3300056815,68.35,19.05
PTU-11431,3300049729,68.36,19.04
PTU-11431,3300054973,68.36,19.04
PTU-11432,3300005327,42.39,-85.37
PTU-11432,3300025909,42.39,-85.37
PTU-11433,3300048791,68.35,19.05
PTU-11433,3300048780,68.35,19.05
PTU-11434,3300025735,42.39,-85.37
PTU-11434,3300005289,42.79,-84.39
PTU-11435,3300044459,38.98,-107.07
PTU-11435,3300042871,38.92,-106.95
PTU-11436,3300049717,68.35,19.05
PTU-11436,3300049719,68.35,19.05
PTU-11437,3300049717,68.35,19.05
PTU-11437,3300050024,68.35,19.05
PTU-11438,3300050032,68.35,19.05
PTU-11438,3300048780,68.35,19.05
PTU-11439,3300049717,68.35,19.05
PTU-11439,3300056870,68.35,19.05
PTU-11440,3300048791,68.35,19.05
PTU-11440,3300048780,68.35,19.05
PTU-11441,3300056792,68.35,19.05
PTU-11441,3300049716,68.35,19.05
PTU-11442,3300056792,68.35,19.05
PTU-11442,3300049716,68.35,19.05
PTU-11443,Refsoil_NC_019764.1,38.0,-97.0
PTU-11443,3300049686,37.85,-122.29
PTU-11444,3300056792,68.35,19.05
PTU-11444,3300049716,68.35,19.05
PTU-11445,3300048791,68.35,19.05
PTU-11445,3300048780,68.35,19.05
PTU-11446,3300049435,40.38,-106.1
PTU-11446,3300036819,36.5,-121.8
PTU-11447,3300050375,68.36,19.05
PTU-11447,3300048780,68.35,19.05
PTU-11448,3300048780,68.35,19.05
PTU-11448,3300051166,68.36,19.05
PTU-11449,3300048780,68.35,19.05
PTU-11449,3300049718,68.35,19.05
PTU-11450,3300049703,37.85,-122.29
PTU-11450,3300050005,37.85,-122.29
PTU-11451,3300045070,38.96,-106.98
PTU-11451,3300042851,38.92,-106.95
PTU-11452,3300049718,68.35,19.05
PTU-11452,3300050022,68.35,19.05
PTU-11453,3300050035,68.36,19.04
PTU-11453,3300049718,68.35,19.05
PTU-11454,3300050024,68.35,19.05
PTU-11454,3300049718,68.35,19.05
PTU-11455,3300042871,38.92,-106.95
PTU-11455,3300042873,38.92,-106.95
PTU-11456,3300049719,68.35,19.05
PTU-11456,3300050025,68.35,19.05
PTU-11457,3300049719,68.35,19.05
PTU-11457,3300050010,68.35,19.05
PTU-11458,3300048779,68.35,19.05
PTU-11458,3300050351,68.35,19.05
PTU-11459,3300005289,42.79,-84.39
PTU-11460,3300041966,39.1,-96.61
PTU-11461,3300049718,68.35,19.05
PTU-11461,3300056870,68.35,19.05
PTU-11462,3300049719,68.35,19.05
PTU-11462,3300049718,68.35,19.05
PTU-11463,3300049718,68.35,19.05
PTU-11463,3300056870,68.35,19.05
PTU-11464,3300005289,42.79,-84.39
PTU-11464,3300025923,42.39,-85.37
PTU-11466,3300049718,68.35,19.05
PTU-11466,3300056870,68.35,19.05
PTU-11467,3300051166,68.36,19.05
PTU-11467,3300049718,68.35,19.05
PTU-11469,3300049718,68.35,19.05
PTU-11469,3300056870,68.35,19.05
PTU-11470,3300036390,35.36,-116.32
PTU-11470,3300049170,35.88,-106.3
PTU-11471,3300041967,41.92,-93.75
PTU-11471,3300041966,39.1,-96.61
PTU-11472,3300049718,68.35,19.05
PTU-11472,3300056870,68.35,19.05
PTU-11473,3300036401,46.11,-122.99
PTU-11473,3300046722,44.59,-123.19
PTU-11474,3300036401,46.11,-122.99
PTU-11474,3300048088,46.12,-123.27
PTU-11475,3300049719,68.35,19.05
PTU-11475,3300050025,68.35,19.05
PTU-11476,3300048784,68.35,19.05
PTU-11476,3300050351,68.35,19.05
PTU-11477,3300048819,68.35,19.05
PTU-11477,3300048784,68.35,19.05
PTU-11478,3300036819,36.5,-121.8
PTU-11478,3300036823,36.5,-121.8
PTU-11479,3300048784,68.35,19.05
PTU-11479,3300050351,68.35,19.05
PTU-11480,3300049589,29.41,-82.18
PTU-11480,3300049742,29.41,-82.18
PTU-11481,3300049589,29.41,-82.18
PTU-11481,3300049590,29.41,-82.18
PTU-11482,3300049742,29.41,-82.18
PTU-11482,3300049588,29.41,-82.18
PTU-11483,3300005288,42.41,-85.4
PTU-11483,3300042013,41.2,-97.94
PTU-11484,3300036402,38.97,-120.5
PTU-11484,3300054982,46.92,-120.66
PTU-11485,3300049741,29.41,-82.18
PTU-11485,3300049587,29.41,-82.18
PTU-11486,3300049679,37.85,-122.29
PTU-11486,3300049850,37.85,-122.29
PTU-11487,3300049586,29.41,-82.18
PTU-11488,3300049586,29.41,-82.18
PTU-11488,3300049823,29.41,-82.17
PTU-11489,3300042824,38.92,-106.96
PTU-11489,3300042852,38.92,-106.95
PTU-11490,3300048785,68.35,19.05
PTU-11490,3300050020,68.35,19.05
PTU-11491,3300041967,41.92,-93.75
PTU-11491,3300041966,39.1,-96.61
PTU-11492,3300048785,68.35,19.05
PTU-11492,3300050020,68.35,19.05
PTU-11493,3300053229,46.92,-120.66
PTU-11493,3300036402,38.97,-120.5
PTU-11494,3300049822,29.41,-82.17
PTU-11494,3300049586,29.41,-82.18
PTU-11495,3300049589,29.41,-82.18
PTU-11495,3300049590,29.41,-82.18
PTU-11496,3300053229,46.92,-120.66
PTU-11496,3300049590,29.41,-82.18
PTU-11497,3300049593,29.41,-82.18
PTU-11497,3300049591,29.41,-82.18
PTU-11498,3300049593,29.41,-82.18
PTU-11498,3300049742,29.41,-82.18
PTU-11499,3300048790,68.35,19.05
PTU-11499,3300048784,68.35,19.05
PTU-11500,3300017792,42.39,-85.37
PTU-11500,3300005288,42.41,-85.4
PTU-11501,3300005719,42.39,-85.37
PTU-11501,3300005288,42.41,-85.4
PTU-11502,3300060916,39.1,-96.56
PTU-11502,3300042846,38.92,-106.95
PTU-11503,3300042833,38.92,-106.95
PTU-11503,3300043349,38.94,-107.01
PTU-11504,3300053085,46.12,-123.27
PTU-11504,3300036401,46.11,-122.99
PTU-11505,3300049679,37.85,-122.29
PTU-11505,3300049850,37.85,-122.29
PTU-11506,3300047443,44.59,-123.19
PTU-11506,3300005288,42.41,-85.4
PTU-11507,3300036401,46.11,-122.99
PTU-11507,3300046836,46.12,-123.27
PTU-11508,3300048784,68.35,19.05
PTU-11509,3300036401,46.11,-122.99
PTU-11509,3300036444,35.63,-115.51
PTU-11510,3300049663,37.85,-122.29
PTU-11510,MGYA00645715,32.02,118.5
PTU-11511,3300036402,38.97,-120.5
PTU-11511,3300049434,40.37,-106.1
PTU-11512,3300060780,45.83,-122.02
PTU-11512,3300036819,36.5,-121.8
PTU-11513,3300049668,37.85,-122.29
PTU-11513,3300049663,37.85,-122.29
PTU-11514,3300049173,35.88,-106.3
PTU-11514,3300005288,42.41,-85.4
PTU-11515,3300046501,44.59,-123.19
PTU-11515,3300005288,42.41,-85.4
PTU-11516,3300056791,68.35,19.05
PTU-11516,3300049719,68.35,19.05
PTU-11517,3300049720,68.35,19.05
PTU-11517,3300050015,68.35,19.05
PTU-11518,3300049729,68.36,19.04
PTU-11518,3300050045,68.35,19.05
PTU-11519,3300049728,68.36,19.04
PTU-11519,3300060645,65.18,-147.54
PTU-11520,3300048776,68.35,19.05
PTU-11521,3300051099,43.3,-89.33
PTU-11521,3300042990,38.99,-107.0
PTU-11522,3300042982,37.3,127.91
PTU-11522,3300046788,46.12,-123.27
PTU-11523,3300005295,42.79,-84.39
PTU-11523,3300028381,42.39,-85.37
PTU-11524,2744054930,-35.09,-57.83
PTU-11524,2681813424,-46.8,-67.96
PTU-11525,3300049728,68.36,19.04
PTU-11525,3300050035,68.36,19.04
PTU-11526,3300035704,35.5,-121.0
PTU-11526,3300036786,35.5,-121.0
PTU-11527,3300049728,68.36,19.04
PTU-11527,3300050035,68.36,19.04
PTU-11528,3300049728,68.36,19.04
PTU-11528,3300056791,68.35,19.05
PTU-11529,3300035704,35.5,-121.0
PTU-11529,3300036786,35.5,-121.0
PTU-11530,3300049728,68.36,19.04
PTU-11530,3300054973,68.36,19.04
PTU-11531,3300005295,42.79,-84.39
PTU-11531,3300046460,44.59,-123.19
PTU-11532,3300042982,37.3,127.91
PTU-11532,3300057020,41.11,-106.15
PTU-11533,3300049728,68.36,19.04
PTU-11533,3300050035,68.36,19.04
PTU-11534,3300035704,35.5,-121.0
PTU-11534,3300047089,46.12,-123.27
PTU-11535,3300048776,68.35,19.05
PTU-11535,3300048791,68.35,19.05
PTU-11536,3300035704,35.5,-121.0
PTU-11536,3300061213,33.38,-97.62
PTU-11537,3300055273,41.55,-70.64
PTU-11537,3300005294,42.79,-84.39
PTU-11538,3300049729,68.36,19.04
PTU-11538,3300049728,68.36,19.04
PTU-11539,3300042993,41.2,-97.94
PTU-11539,3300046810,44.59,-123.19
PTU-11540,3300049728,68.36,19.04
PTU-11540,3300056791,68.35,19.05
PTU-11541,3300048776,68.35,19.05
PTU-11541,3300048826,68.35,19.05
PTU-11542,3300041966,39.1,-96.61
PTU-11542,3300061536,33.41,-97.59
PTU-11543,3300048775,68.35,19.05
PTU-11543,3300048824,68.35,19.05
PTU-11544,3300049729,68.36,19.04
PTU-11544,3300050021,68.35,19.05
PTU-11545,3300055372,68.36,19.05
PTU-11545,3300049729,68.36,19.04
PTU-11546,3300048775,68.35,19.05
PTU-11546,3300050137,68.35,19.05
PTU-11547,3300037258,37.0,-122.2
PTU-11547,3300036820,37.0,-122.2
PTU-11548,3300005295,42.79,-84.39
PTU-11548,3300025924,42.39,-85.37
PTU-11549,3300049729,68.36,19.04
PTU-11549,3300050024,68.35,19.05
PTU-11550,3300053176,35.88,-106.3
PTU-11550,3300042994,33.82,-115.76
PTU-11551,3300049729,68.36,19.04
PTU-11551,3300050136,68.35,19.05
PTU-11552,3300036818,35.5,-121.0
PTU-11552,3300035704,35.5,-121.0
PTU-11553,3300049729,68.36,19.04
PTU-11553,3300049728,68.36,19.04
PTU-11554,3300049728,68.36,19.04
PTU-11554,3300055138,68.35,19.05
PTU-11555,3300049728,68.36,19.04
PTU-11555,3300060645,65.18,-147.54
PTU-11556,3300037258,37.0,-122.2
PTU-11556,3300035704,35.5,-121.0
PTU-11557,3300048776,68.35,19.05
PTU-11557,3300048823,68.35,19.05
PTU-11558,3300048776,68.35,19.05
PTU-11558,3300050026,68.35,19.05
PTU-11559,3300042982,37.3,127.91
PTU-11559,3300046689,46.12,-123.27
PTU-11560,3300036780,35.5,-121.0
PTU-11560,3300035704,35.5,-121.0
PTU-11561,3300050352,68.35,19.05
PTU-11561,3300049720,68.35,19.05
PTU-11562,3300013306,42.39,-85.37
PTU-11562,3300005289,42.79,-84.39
PTU-11563,3300050034,68.36,19.04
PTU-11563,3300049727,68.36,19.04
PTU-11564,3300050013,68.35,19.05
PTU-11564,3300049727,68.36,19.04
PTU-11565,3300055138,68.35,19.05
PTU-11565,3300049727,68.36,19.04
PTU-11566,3300049728,68.36,19.04
PTU-11566,3300049727,68.36,19.04
PTU-11567,3300049727,68.36,19.04
PTU-11567,3300050014,68.35,19.05
PTU-11568,MGYA00645636,51.98,5.67
PTU-11568,3300005289,42.79,-84.39
PTU-11569,3300050035,68.36,19.04
PTU-11569,3300049727,68.36,19.04
PTU-11570,3300050026,68.35,19.05
PTU-11570,3300048777,68.35,19.05
PTU-11571,3300049725,68.35,19.05
PTU-11571,3300050352,68.35,19.05
PTU-11572,3300055372,68.36,19.05
PTU-11572,3300049727,68.36,19.04
PTU-11573,3300049725,68.35,19.05
PTU-11573,3300049724,68.35,19.05
PTU-11574,3300050348,68.35,19.04
PTU-11574,3300049724,68.35,19.05
PTU-11575,3300049721,68.35,19.05
PTU-11575,3300049722,68.35,19.05
PTU-11576,3300049721,68.35,19.05
PTU-11576,3300050393,68.36,19.05
PTU-11577,3300050032,68.35,19.05
PTU-11577,3300048779,68.35,19.05
PTU-11578,3300036389,21.31,-157.82
PTU-11579,3300048823,68.35,19.05
PTU-11579,3300048779,68.35,19.05
PTU-11580,3300042981,37.27,127.9
PTU-11580,3300042982,37.3,127.91
PTU-11581,3300037068,46.11,-122.99
PTU-11581,3300035725,46.11,-122.99
PTU-11582,3300049728,68.36,19.04
PTU-11582,3300049727,68.36,19.04
PTU-11583,3300013306,42.39,-85.37
PTU-11583,3300005289,42.79,-84.39
PTU-11584,3300042981,37.27,127.9
PTU-11584,3300042982,37.3,127.91
PTU-11585,3300035704,35.5,-121.0
PTU-11585,3300036819,36.5,-121.8
PTU-11586,3300025711,42.39,-85.37
PTU-11586,3300005289,42.79,-84.39
PTU-11587,3300049728,68.36,19.04
PTU-11587,3300049727,68.36,19.04
PTU-11588,3300036829,35.5,-121.0
PTU-11588,3300036820,37.0,-122.2
PTU-11589,3300049727,68.36,19.04
PTU-11589,3300050132,68.35,19.05
PTU-11590,3300049728,68.36,19.04
PTU-11590,3300049727,68.36,19.04
PTU-11591,3300050393,68.36,19.05
PTU-11591,3300049727,68.36,19.04
PTU-11592,3300050035,68.36,19.04
PTU-11592,3300049727,68.36,19.04
PTU-11593,3300035704,35.5,-121.0
PTU-11593,3300036823,36.5,-121.8
PTU-11594,3300050020,68.35,19.05
PTU-11594,3300049727,68.36,19.04
PTU-11595,3300055372,68.36,19.05
PTU-11595,3300049727,68.36,19.04
PTU-11596,3300050026,68.35,19.05
PTU-11596,3300048777,68.35,19.05
PTU-11597,3300049727,68.36,19.04
PTU-11598,3300050014,68.35,19.05
PTU-11598,3300049727,68.36,19.04
PTU-11599,3300046837,46.12,-123.27
PTU-11599,3300035724,46.11,-122.99
PTU-11600,3300042981,37.27,127.9
PTU-11600,3300042982,37.3,127.91
PTU-11601,3300050035,68.36,19.04
PTU-11601,3300049727,68.36,19.04
PTU-11602,3300037258,37.0,-122.2
PTU-11602,3300036820,37.0,-122.2
PTU-11603,3300049822,29.41,-82.17
PTU-11603,3300053167,35.88,-106.3
PTU-11604,3300056587,68.35,19.05
PTU-11604,3300036820,37.0,-122.2
PTU-11605,3300050012,68.35,19.05
PTU-11605,3300050347,68.35,19.05
PTU-11606,2519103147,46.0,2.0
PTU-11606,2823085479,38.0,-97.0
PTU-11607,3300055138,68.35,19.05
PTU-11607,3300050013,68.35,19.05
PTU-11608,3300050012,68.35,19.05
PTU-11608,3300060645,65.18,-147.54
PTU-11609,3300025931,42.39,-85.37
PTU-11609,3300005355,42.39,-85.37
PTU-11610,3300042005,41.2,-97.94
PTU-11610,3300005355,42.39,-85.37
PTU-11611,3300050012,68.35,19.05
PTU-11611,3300060670,68.67,-149.37
PTU-11612,3300050012,68.35,19.05
PTU-11612,3300050353,68.36,19.04
PTU-11613,3300035119,46.11,-122.99
PTU-11613,2856781440,38.0,-97.0
PTU-11614,3300046809,46.12,-123.27
PTU-11614,3300035119,46.11,-122.99
PTU-11615,3300042835,38.92,-106.95
PTU-11615,3300041966,39.1,-96.61
PTU-11616,3300028380,42.39,-85.37
PTU-11616,3300005355,42.39,-85.37
PTU-11617,3300048762,68.35,19.05
PTU-11617,3300050021,68.35,19.05
PTU-11618,3300048762,68.35,19.05
PTU-11618,3300050014,68.35,19.05
PTU-11619,3300056791,68.35,19.05
PTU-11619,3300048762,68.35,19.05
PTU-11620,3300025931,42.39,-85.37
PTU-11620,3300005355,42.39,-85.37
PTU-11621,3300050130,68.35,19.05
PTU-11621,3300048762,68.35,19.05
PTU-11622,3300028379,42.39,-85.37
PTU-11622,3300005355,42.39,-85.37
PTU-11623,3300035168,57.19,-2.21
PTU-11624,3300025931,42.39,-85.37
PTU-11624,3300005355,42.39,-85.37
PTU-11625,3300035117,46.11,-122.99
PTU-11625,3300046679,46.12,-123.27
PTU-11626,3300049822,29.41,-82.17
PTU-11626,3300049823,29.41,-82.17
PTU-11627,3300048762,68.35,19.05
PTU-11627,3300050013,68.35,19.05
PTU-11628,3300048762,68.35,19.05
PTU-11628,3300050014,68.35,19.05
PTU-11629,3300005466,42.39,-85.37
PTU-11629,3300005365,42.39,-85.37
PTU-11630,3300044494,38.96,-107.03
PTU-11630,3300043360,38.96,-107.03
PTU-11631,2822357007,38.0,-97.0
PTU-11631,2822514071,38.0,-97.0
PTU-11632,3300050130,68.35,19.05
PTU-11632,3300050013,68.35,19.05
PTU-11633,3300025960,42.39,-85.37
PTU-11633,3300005364,42.39,-85.37
PTU-11634,3300043673,38.99,-107.06
PTU-11634,3300043360,38.96,-107.03
PTU-11635,3300025960,42.39,-85.37
PTU-11635,3300005364,42.39,-85.37
PTU-11637,3300060664,39.1,-96.56
PTU-11637,3300041966,39.1,-96.61
PTU-11638,2848287579,20.0,77.0
PTU-11638,2848291268,35.0,105.0
PTU-11639,3300013296,42.39,-85.37
PTU-11639,3300005364,42.39,-85.37
PTU-11640,3300050121,68.35,19.05
PTU-11640,3300050013,68.35,19.05
PTU-11641,3300035114,39.66,-79.91
PTU-11641,3300035691,39.66,-79.91
PTU-11642,3300035114,39.66,-79.91
PTU-11642,3300035691,39.66,-79.91
PTU-11643,3300035114,39.66,-79.91
PTU-11643,3300035691,39.66,-79.91
PTU-11644,3300048762,68.35,19.05
PTU-11644,3300048765,68.35,19.05
PTU-11645,3300043661,38.99,-107.06
PTU-11645,3300036820,37.0,-122.2
PTU-11646,2802428822,23.0,-102.0
PTU-11646,2802428818,34.0,9.0
PTU-11647,3300050393,68.36,19.05
PTU-11647,3300036820,37.0,-122.2
PTU-11648,3300048762,68.35,19.05
PTU-11648,3300050013,68.35,19.05
PTU-11649,3300043206,42.53,-72.19
PTU-11649,3300043205,42.53,-72.19
PTU-11650,643886179,62.0,10.0
PTU-11650,643886123,39.08,-77.16
PTU-11651,3300013306,42.39,-85.37
PTU-11651,3300005347,42.39,-85.37
PTU-11652,3300005347,42.39,-85.37
PTU-11652,3300025972,42.39,-85.37
PTU-11653,2711768182,34.98,138.38
PTU-11653,2816332348,38.0,-97.0
PTU-11654,3300050138,68.35,19.05
PTU-11654,3300050011,68.36,19.05
