KO	Meta	Isolate	log_odds	p	padj
K20707	40.0	94.0	-3.2638775950918655	4.86225254989241e-70	6.896108969091247e-70
K03828	65.0	60.0	-2.340297118321139	7.725198883137847e-32	8.474873166868421e-32
K22907	171.0	114.0	-2.0221038545989356	5.547654246846606e-49	6.799474417084631e-49
K22553	570.0	486.0	-2.3089017603116306	3.4923657370897246e-239	1.0510677651048882e-238
K23066	133.0	31.0	-0.9826498069400859	0.000011395778622118358	0.000011519995829545565
K00675	43.0	89.0	-3.1385375010757954	5.2893497714377244e-64	7.245367520612725e-64
K11954	350.0	416.0	-2.633593759918574	5.311239163249173e-241	1.610089935202897e-240
K06334	71.0	71.0	-2.4203808855684317	6.73552881818681e-39	7.683719435416752e-39
K24953	150.0	274.0	-3.044640902491563	5.051528661856994e-187	1.2370687304929009e-186
K16901	53.0	84.0	-2.8758566385633166	2.0169060332061176e-55	2.596572085937336e-55
K01041	699.0	527.0	-2.190018874524582	8.188572086112584e-242	2.491395443939965e-241
K10150	144.0	167.0	-2.5788513411535767	6.207612706519169e-96	1.0531071962821137e-95
K01647	53.0	99.0	-3.0402475403609945	8.503114521548276e-69	1.1975139911111858e-68
K02401	178.0	90.0	-1.745063328690333	4.58472906224407e-32	5.036263027795196e-32
K24073	3095.0	1089.0	-1.4782572977304373	5.23326075265905e-275	1.8049703752972813e-274
K18101	87.0	113.0	-2.6843126151617724	1.366923707103659e-68	1.923448700526868e-68
K13327	529.0	675.0	-2.7369813096421596	0.0	0.0
K19793	701.0	722.0	-2.5275942357204877	0.0	0.0
K14660	174.0	295.0	-2.9731520091864283	2.6573516589991804e-196	6.758769481090856e-196
K12701	1159.0	1096.0	-2.4893005048627086	0.0	0.0
K24712	78.0	80.0	-2.446427721683825	3.6394258384136214e-44	4.286510959260446e-44
K10547	67.0	120.0	-3.0028241039237957	5.948226520365324e-82	9.213955587376908e-82
K16425	201.0	218.0	-2.518258373893141	3.944973440642317e-121	7.5666131714809355e-121
K07095	145.0	90.0	-1.9492026513295602	3.285643201355245e-37	3.7093104491404566e-37
K02846	129.0	237.0	-3.045391574916189	3.9646252266338145e-162	8.963811799089003e-162
K10220	247.0	177.0	-2.1001120280571337	8.384973432177808e-79	1.2617772520536798e-78
K12995	47.0	55.0	-2.5727973946365585	1.0260366764397852e-32	1.132303145793399e-32
K03225	147.0	77.0	-1.7798041013120622	2.022898238645177e-28	2.184276493992033e-28
K19317	29.0	120.0	-3.8215337818804223	1.578156822155077e-101	2.7721534076999738e-101
K07793	120.0	188.0	-2.8804905918499744	7.824068739499934e-122	1.5070360095159872e-121
K25113	129.0	261.0	-3.144526180641658	4.1379579419299887e-184	1.0035299454327062e-183
K03974	818.0	529.0	-2.0357353672348935	4.1048146849733015e-220	1.1369973419439322e-219
K25205	66.0	44.0	-2.0190549292512054	7.356000572454127e-20	7.684366054829008e-20
K13383	62.0	73.0	-2.58165532730661	4.883274769554494e-43	5.716559150521016e-43
K25776	1068.0	1024.0	-2.493877979370422	0.0	0.0
K03695	108.0	184.0	-2.963166000692833	7.007185961896049e-123	1.3528136968841715e-122
K12428	129.0	207.0	-2.9068467287867805	3.1865943186793025e-135	6.487180629246319e-135
K18096	741.0	319.0	-1.6033644293318348	6.00240673797834e-96	1.0186395440120476e-95
K02017	39.0	64.0	-2.9053541170458903	4.207211696079917e-43	4.926283884491051e-43
K00119	1074.0	976.0	-2.4334768185399227	0.0	0.0
K24656	131.0	176.0	-2.726245977905462	1.450099957781357e-107	2.6254882822013872e-107
K13656	82.0	84.0	-2.44569270818807	2.860252469291961e-46	3.432577130652801e-46
K13318	429.0	475.0	-2.5697751034791025	8.180278263479491e-267	2.734768594359499e-266
K22958	82.0	115.0	-2.7605045045224177	5.881518973869801e-72	8.466411906047706e-72
K16109	155.0	274.0	-3.0120102565756897	5.654067461245121e-185	1.3772164321943368e-184
K15431	52.0	51.0	-2.39905074102052	4.112403411688852e-28	4.431873528241398e-28
K04102	61.0	88.0	-2.784105908918737	5.178440071921674e-56	6.694276685643713e-56
K15244	94.0	122.0	-2.6848107520539575	6.456013393835135e-74	9.42340864946848e-74
K16105	43.0	80.0	-3.032054920216221	8.41893319173418e-56	1.0869300702295636e-55
K16960	4411.0	2688.0	-2.2714091331227713	0.0	0.0
K11921	4947.0	2143.0	-1.8277504025902427	0.0	0.0
K15475	134.0	66.0	-1.7184983821288493	1.8712495059435432e-23	1.9799741233393757e-23
K20170	63.0	123.0	-3.088358307805959	2.405292545662095e-86	3.833769913646012e-86
K24390	539.0	467.0	-2.3227731164665446	9.099337415410095e-232	2.666441297622806e-231
K22770	327.0	478.0	-2.8483497050191673	5.409712739424661e-302	2.040048298120384e-301
K00262	72.0	83.0	-2.5622213993777616	2.818882369446574e-48	3.433113547224815e-48
K00574	110.0	72.0	-2.0010161697175404	3.8191016771566357e-31	4.175084304562417e-31
K08353	64.0	77.0	-2.603523152060937	9.812400737696804e-46	1.1728043650211359e-45
K14261	639.0	703.0	-2.5915405828894933	0.0	0.0
K15810	33.0	67.0	-3.1134277558830035	2.908609048701086e-48	3.540669449658493e-48
K25254	959.0	967.0	-2.537384795168852	0.0	0.0
K17645	37.0	97.0	-3.3713599535254755	2.2550650573131816e-74	3.2992596573252742e-74
K01819	58.0	78.0	-2.713299816488105	1.76403825018327e-48	2.151559560866492e-48
K23617	727.0	739.0	-2.516489871174075	0.0	0.0
K23229	36.0	94.0	-3.3665732162185344	4.84080225136159e-72	6.974320389763764e-72
K20540	644.0	351.0	-1.8439806801521375	1.035898190899275e-128	2.0408253894663924e-128
K25494	328.0	247.0	-2.1571201024592805	6.163037386152596e-113	1.1482325606343825e-112
K05349	225.0	140.0	-1.9555616834703449	3.9627330037492344e-57	5.16268649395842e-57
K18604	117.0	148.0	-2.662782082696432	2.0000476249713752e-88	3.236264460696817e-88
K01994	1553.0	974.0	-2.0572591418555928	0.0	0.0
K05815	869.0	1050.0	-2.730824981348584	0.0	0.0
K12608	48.0	80.0	-2.9243721943464	8.552132765243412e-54	1.087584583248832e-53
K21586	28.0	91.0	-3.577814674808372	1.4876344932319347e-73	2.1657190529376538e-73
K22364	314.0	420.0	-2.752272319965573	7.275255381594942e-256	2.331060713437458e-255
K01574	44.0	60.0	-2.7235094092648864	7.597459980473665e-38	8.608162801405455e-38
K03852	462.0	449.0	-2.4358879630449124	1.2385904773166114e-236	3.6899828140402084e-236
K19972	75.0	80.0	-2.4851742056577444	5.520953115290577e-45	6.556540953610435e-45
K06020	163.0	162.0	-2.424667639598689	1.3766159356115019e-86	2.1969702375852142e-86
K00179	70.0	83.0	-2.5900222139767695	7.139593645525273e-49	8.73353321367625e-49
K00383	337.0	437.0	-2.723351427346755	6.420619748278684e-263	2.1182123649130206e-262
K21756	2253.0	1082.0	-1.797829372576992	0.0	0.0
K13236	1882.0	1555.0	-2.414204655338223	0.0	0.0
K04021	1220.0	1173.0	-2.5162848294352025	0.0	0.0
K13641	894.0	930.0	-2.5640618349848245	0.0	0.0
K00382	339.0	435.0	-2.712591584276889	1.4760569895025404e-260	4.818835334699297e-260
K22492	107.0	146.0	-2.7376781957728205	5.33796817511591e-90	8.733271682777028e-90
K07018	414.0	375.0	-2.3565674906958645	2.654712136233918e-190	6.584843178929897e-190
K02471	144.0	182.0	-2.666267463437249	2.027230633234568e-108	3.6904293025222524e-108
K00196	79.0	97.0	-2.626476789757186	1.0153270938948765e-57	1.3307401429535571e-57
K05525	538.0	463.0	-2.3155292033372086	6.522147899410051e-229	1.886939149638679e-228
K03326	64.0	81.0	-2.654031683532571	4.588912977100455e-49	5.6257714049740714e-49
K10238	965.0	1120.0	-2.6995637316928924	0.0	0.0
K24137	144.0	124.0	-2.277793348461139	7.535638544904954e-62	1.0169355384770684e-61
K01685	93.0	141.0	-2.8414312131551878	1.4288498871656918e-90	2.3476641190701393e-90
K12053	7775.0	1012.0	-0.41790970445920156	2.9118591712346385e-29	3.1557218631341855e-29
K20900	4313.0	2308.0	-2.074586711126833	0.0	0.0
K03759	420.0	426.0	-2.4759764138106797	3.039956445295786e-229	8.83068554410748e-229
K17722	355.0	331.0	-2.3804242942206733	1.7659085358765627e-170	4.088613013254659e-170
K14666	45.0	113.0	-3.333453706380683	1.918893848297172e-85	3.0449367529379714e-85
K06359	2.0	299.0	-7.05511961585358	9e-323	3.56e-322
K18298	920.0	762.0	-2.3129238348731787	0.0	0.0
K00359	624.0	465.0	-2.171102122689411	1.5891668240126474e-211	4.255907729762213e-211
K21835	199.0	169.0	-2.268754577546541	3.7077302447403994e-83	5.788127514233143e-83
K11744	206.0	207.0	-2.4408229330658635	6.3795103281614514e-111	1.1750124208691633e-110
K01082	178.0	164.0	-2.3494320543088087	2.4619985833471878e-84	3.8723897315963305e-84
K19227	179.0	350.0	-3.122435514773412	2.4891894046922274e-244	7.671298793045338e-244
K18856	64.0	53.0	-2.232817267601337	9.304442990113846e-27	9.965066401730142e-27
K26079	4256.0	2305.0	-2.0867310344087495	0.0	0.0
K09753	75.0	76.0	-2.4340324591711306	8.570832195528811e-42	9.945024938648815e-42
K19629	1636.0	1415.0	-2.441480874552798	0.0	0.0
K10942	947.0	646.0	-2.1030996084511973	1.7484242300738308e-279	6.1532737485662294e-279
K12922	56.0	90.0	-2.8907143655408047	1.4347115732296255e-59	1.9063506390909963e-59
K16380	556.0	477.0	-2.314044205180349	1.6636908662095125e-235	4.935879062782725e-235
K24716	168.0	214.0	-2.67804626527968	9.992037344407374e-128	1.9585175350603572e-127
K18906	1018.0	842.0	-2.3214063950121218	0.0	0.0
K03381	193.0	216.0	-2.549327062085117	8.708169186833012e-122	1.676682479341012e-121
K15915	167.0	217.0	-2.6982298175324986	1.3797930292902905e-130	2.7507975679481586e-130
K11209	960.0	557.0	-1.929454610084825	5.919588259270348e-215	1.6102823466825585e-214
K12371	769.0	926.0	-2.711023436824133	0.0	0.0
K06408	3.0	159.0	-6.120993992947674	3.9233036814805113e-168	9.004539338613382e-168
K14628	149.0	4.0	0.9899476688138795	0.007396290370990951	0.007442359288310767
K22168	68.0	112.0	-2.9188099120633497	2.027826455636263e-74	2.969402014569124e-74
K25575	113.0	44.0	-1.4870435827838642	2.6732560286822713e-13	2.7529644646598425e-13
K21677	48.0	62.0	-2.670819192761528	3.160735156544573e-38	3.590147803124342e-38
K20144	55.0	68.0	-2.6289317375737427	4.916089714424563e-41	5.683235754810298e-41
K05798	1800.0	1353.0	-2.290126831117596	0.0	0.0
K11747	92.0	60.0	-1.997064189123685	3.7312601089373e-26	3.983404524740567e-26
K21833	125.0	204.0	-2.9232341696762365	4.356340461767888e-134	8.829038054444994e-134
K00074	75.0	79.0	-2.4726271507417845	3.498249370287824e-44	4.1212027396851144e-44
K07769	45.0	65.0	-2.7809218660811963	8.73761821509014e-42	1.0136203850167111e-41
K10709	439.0	519.0	-2.6408835541337456	1.22482970258192e-300	4.5947169666893296e-300
K04478	156.0	178.0	-2.564019081619096	1.9742416768496507e-101	3.465475751021048e-101
K18891	705.0	748.0	-2.56073513508221	0.0	0.0
K12255	86.0	193.0	-3.237483902981923	1.3008497839208293e-140	2.7144398824481304e-140
K00360	254.0	370.0	-2.8313107559155988	5.42386884641728e-233	1.5978079519328081e-232
K16200	597.0	773.0	-2.7642057347994298	0.0	0.0
K19580	53.0	94.0	-2.988329750894684	2.7018535082322197e-64	3.70709106006218e-64
K14122	41.0	62.0	-2.825042420011515	1.3139911456385111e-40	1.5172856023420945e-40
K12500	216.0	217.0	-2.4417608490101608	3.195548498448763e-116	6.048112955491839e-116
K03328	165.0	269.0	-2.9307807740475673	1.5092050020118028e-176	3.558426859734044e-176
K16044	676.0	720.0	-2.561092656631766	0.0	0.0
K18353	160.0	122.0	-2.1565684535938803	7.783190106925241e-57	1.012947402689231e-56
K01537	103.0	102.0	-2.4142412647752427	5.976419981633592e-55	7.662547687665393e-55
K23078	45.0	84.0	-3.0362829338335513	1.3993675399469607e-58	1.844704564373356e-58
K19103	21.0	99.0	-3.938520697537357	5.3211049846239746e-86	8.470468456133777e-86
K16379	505.0	434.0	-2.310738661306927	2.807973386991341e-214	7.609486321457054e-214
K22086	44.0	107.0	-3.3006248035194585	2.7724025801335807e-80	4.236860580198038e-80
K01687	209.0	264.0	-2.675848922956272	7.365038216217983e-157	1.6334858895845729e-156
K22552	106.0	174.0	-2.9248733141984387	9.368567311789476e-115	1.7591970415238732e-114
K07012	141.0	166.0	-2.593694330561455	5.258601567785247e-96	8.933201035097869e-96
K01073	41.0	68.0	-2.916759633580759	7.167445093770847e-46	8.57286005006076e-46
K19593	745.0	499.0	-2.067676154806913	2.3178718629612305e-212	6.237454212632907e-212
K18071	159.0	133.0	-2.2498452909258377	3.456186287550957e-65	4.760335788794057e-65
K07652	306.0	303.0	-2.4373373297864247	6.5905804080471405e-161	1.482732555413301e-160
K13889	755.0	930.0	-2.7343930781803687	0.0	0.0
K17952	78.0	143.0	-3.029676659759805	3.683907412968646e-98	6.331162774243987e-98
K17736	530.0	589.0	-2.587476245982448	0.0	0.0
K22153	143.0	175.0	-2.6333122937919837	7.199194508482637e-103	1.2753295400948372e-102
K18345	460.0	603.0	-2.7549363897265144	0.0	0.0
K07234	59.0	65.0	-2.515072298149969	2.21291426912569e-37	2.5010775580639708e-37
K09812	3684.0	2475.0	-2.3386483919596053	0.0	0.0
K13277	49.0	135.0	-3.4292459356091802	2.6700942984131262e-104	4.7485199738824343e-104
K18478	576.0	563.0	-2.455355408586422	2.002974753489378e-298	7.46902275910261e-298
K00986	470.0	394.0	-2.2811316057107676	1.0082159075454791e-191	2.5132629492223788e-191
K25133	156.0	376.0	-3.3342226902305407	2.115448192470354e-279	7.424081673364774e-279
K15579	4540.0	2743.0	-2.271581527390227	0.0	0.0
K07670	1328.0	1337.0	-2.585093915387954	0.0	0.0
K00400	243.0	386.0	-2.9198248144107004	3.732814142931734e-251	1.1779416022559624e-250
K21035	511.0	438.0	-2.3085604202783783	5.891066246776777e-216	1.606887786702511e-215
K11895	147.0	155.0	-2.4827198528177807	2.598778400157815e-85	4.1198740829345804e-85
K22104	1166.0	1185.0	-2.574031134862866	0.0	0.0
K19818	146.0	220.0	-2.846038600941738	2.2745958237468348e-140	4.742371309460511e-140
K19725	190.0	201.0	-2.49141233458162	1.8804449753863266e-110	3.4520778727033444e-110
K24241	457.0	442.0	-2.430207283128118	2.432573019721711e-232	7.145059051475852e-232
K02081	270.0	440.0	-2.952234386367235	3.220184584386557e-289	1.1677541201019464e-288
K17728	29.0	92.0	-3.5548386690117937	6.057694127767227e-74	8.84458664485664e-74
