KO	Meta	Isolate	log_odds	p	padj
K18983	576.0	594.0	-2.5129919264807885	1e-323	4e-323
K26601	652.0	708.0	-2.5790419195546797	0.0	0.0
K25905	31.0	75.0	-3.286293715501538	1.2821135073813805e-56	1.6660156836964073e-56
K00702	51.0	55.0	-2.4927130227606846	1.4600788858285073e-31	1.5982677727276863e-31
K07123	57.0	93.0	-2.9061217483643706	7.786978388637171e-62	1.0502878473012377e-61
K11814	120.0	112.0	-2.356567629929895	1.9825791395724122e-58	2.6080263543416445e-58
K07757	49.0	55.0	-2.5319545938938024	3.953730329809813e-32	4.3440722886545733e-32
K13182	99.0	68.0	-2.048644533831874	2.077515827417965e-30	2.2627662600498406e-30
K19061	297.0	321.0	-2.5270290348049516	7.212264517090777e-178	1.7109910327612796e-177
K00344	1648.0	1132.0	-2.169512515078854	0.0	0.0
K26364	410.0	418.0	-2.4801697809677417	1.7916685310589635e-225	5.0981113656495957e-225
K07250	625.0	685.0	-2.5854777992008153	0.0	0.0
K18549	87.0	129.0	-2.8176539562917613	2.7406560049055e-82	4.258518545630389e-82
K25379	193.0	234.0	-2.6313033527965257	1.1359530752190598e-136	2.3286340567732507e-136
K15981	561.0	473.0	-2.2961231975720526	2.87035997387116e-231	8.391571949297589e-231
K05354	3813.0	2212.0	-2.144620684120068	0.0	0.0
K22115	88.0	135.0	-2.8522173100473798	3.737047504159242e-87	5.981186928996319e-87
K12139	71.0	133.0	-3.0493031619409376	4.957240982848943e-92	8.22593202190441e-92
K12541	330.0	345.0	-2.4966224828444847	3.422526226673923e-188	8.426750906186335e-188
K11944	155.0	182.0	-2.593025540202187	5.058894222779014e-105	9.051426319284495e-105
K08264	109.0	115.0	-2.478574614661441	1.1242629414307052e-63	1.537495579105672e-63
K26059	225.0	186.0	-2.2437097342817314	4.877724466265779e-90	7.988111225329961e-90
K07183	74.0	154.0	-3.1566751687397434	6.215101303899743e-110	1.1392835772302312e-109
K07316	545.0	50.0	-0.041752786574681	0.8808752297480351	0.8812271575266
K12628	91.0	61.0	-2.0242705064411366	4.988619788396566e-27	5.356562585825472e-27
K00083	532.0	533.0	-2.4765259388873977	8.51783135238912e-286	3.0469499580546223e-285
K13786	312.0	405.0	-2.720429663450197	1.2509917816231826e-243	3.8294418351888136e-243
K17216	377.0	425.0	-2.581714890259996	1.834605472959223e-240	5.548130560736588e-240
K01805	85.0	34.0	-1.516646920783404	7.199336743950691e-11	7.365531851625139e-11
K13035	81.0	128.0	-2.8804882692294864	1.3189207859847737e-83	2.0660479500193138e-83
K20257	298.0	279.0	-2.3785139448444896	5.189747944931568e-144	1.0984893367801053e-143
K10121	818.0	1009.0	-2.746198967820056	0.0	0.0
K24986	192.0	354.0	-3.0644086358961733	1.8041055747840374e-242	5.499063127521886e-242
K18857	414.0	367.0	-2.3340245850758508	4.3526349816622616e-184	1.0550820904242308e-183
K14260	338.0	334.0	-2.438924765662003	3.3228433958141436e-177	7.856845951953368e-177
K22299	878.0	313.0	-1.4127008194353283	5.751701827531952e-78	8.608643978565457e-78
K26249	174.0	120.0	-2.0563896311469447	1.3141305237035666e-52	1.6531438489594227e-52
K00827	412.0	548.0	-2.7626185736546014	0.0	0.0
K08651	139.0	229.0	-2.9359655210282845	6.262722032771648e-151	1.3565619351263155e-150
K17249	31.0	79.0	-3.3380852227905202	2.1730368396658625e-60	2.9004713467608316e-60
K13483	74.0	136.0	-3.030967050874819	1.7086544817079329e-93	2.8561220441900294e-93
K11184	28.0	88.0	-3.5442879761417028	1.2242074254353963e-70	1.7427034640649415e-70
K09516	65.0	66.0	-2.4348608929339264	1.5648402573390456e-36	1.762645076192969e-36
K22224	163.0	188.0	-2.5759474975423453	1.3806512433860007e-107	2.500651510624626e-107
K25880	864.0	887.0	-2.5452107561830664	0.0	0.0
K15355	105.0	196.0	-3.055473545619388	6.452992340708914e-135	1.3120822428855154e-134
K07239	1074.0	792.0	-2.1992575615687304	0.0	0.0
K22506	191.0	115.0	-1.9206676311918933	3.856237233778568e-46	4.622315956621128e-46
K13252	44.0	82.0	-3.034212322143505	3.432759752934172e-57	4.474560344272341e-57
K02474	137.0	262.0	-3.088657267951521	1.509341701699488e-181	3.6305395014942535e-181
K16303	182.0	218.0	-2.6172476089069727	1.0489674015926972e-126	2.0528443716984085e-126
K11102	252.0	224.0	-2.320368493178441	1.2664521550905584e-112	2.354265921564037e-112
K15828	68.0	113.0	-2.9277457306013543	2.6372114159178186e-75	3.877614436557967e-75
K22717	224.0	184.0	-2.2371496139771763	9.163261475534284e-89	1.487025711907832e-88
K12068	577.0	289.0	-1.7526697880228799	3.638124649848363e-99	6.282664912565725e-99
K06189	74.0	78.0	-2.4731797268598408	1.1743148900417218e-43	1.3808332869990474e-43
K06409	97.0	175.0	-3.01865602931847	3.1965669853185637e-119	6.100765039053112e-119
K20079	57.0	78.0	-2.730404774432664	8.181204195916522e-49	1.000280044266356e-48
K24279	241.0	240.0	-2.4356733287054237	6.737812999445813e-128	1.322734907927269e-127
K22118	25.0	87.0	-3.642093482674267	1.946940213720851e-71	2.7881831828178504e-71
K13658	186.0	234.0	-2.6681294030250835	7.376172135943956e-139	1.5283355422758514e-138
K12080	5863.0	836.0	-0.5076135856673056	5.186217779737776e-35	5.800039893016253e-35
K13574	146.0	227.0	-2.878111208390708	1.633626980006323e-146	3.4932553013969537e-146
K11524	70.0	83.0	-2.5900222139767695	7.139593645525273e-49	8.73353321367625e-49
K22025	183.0	185.0	-2.4442802242354804	1.536018503529354e-99	2.6608027207454186e-99
K01438	538.0	528.0	-2.4551961050037727	3.546972828537411e-280	1.2518139482251834e-279
K00646	170.0	278.0	-2.9349917273513912	1.1994487263620475e-182	2.9004535111642363e-182
K06320	37.0	133.0	-3.688742569934216	2.8971853820882987e-109	5.289502148559314e-109
K19975	80.0	97.0	-2.6140435930675836	2.0656003691945638e-57	2.6995111296780726e-57
K18302	1204.0	917.0	-2.2473071042682244	0.0	0.0
K25035	40.0	115.0	-3.4662176044114665	5.557943035393794e-90	9.090195532740732e-90
K12954	677.0	816.0	-2.697726138296218	0.0	0.0
K02239	36.0	108.0	-3.5057945733648896	1.8757025461980476e-85	2.9773433760253e-85
K08194	3875.0	1974.0	-1.9742574331238802	0.0	0.0
K15629	86.0	129.0	-2.829093372312784	1.2004202402194407e-82	1.868149335928825e-82
K22464	308.0	368.0	-2.6329746125987885	1.5762924217888644e-213	4.267066188280342e-213
K01659	40.0	79.0	-3.0901564929022642	3.613235526513232e-56	4.675732174878105e-56
K07550	274.0	242.0	-2.315996756988259	3.428682417088526e-121	6.5788664922526195e-121
K01434	51.0	53.0	-2.456097490560982	5.8467042510168476e-30	6.355609917319812e-30
K03442	179.0	224.0	-2.6616006505165104	1.1760459982483769e-132	2.3672179900433565e-132
K23527	424.0	519.0	-2.6757349734249845	2.9723371364599144e-305	1.1311143145434081e-304
K18861	56.0	66.0	-2.5815592457606136	4.496152882296064e-39	5.1337741984812335e-39
K17237	244.0	418.0	-2.999333889257724	1.5761022104086538e-279	5.5507172079652174e-279
K01796	684.0	503.0	-2.162157197645069	3.536935691923348e-227	1.015070140123331e-226
K05301	66.0	117.0	-2.992167988433609	1.1546673441896333e-79	1.75495419110825e-79
K12676	118.0	211.0	-3.0149325554304687	4.034468318952157e-143	8.496474912242388e-143
K25822	59.0	80.0	-2.721732530250605	7.587476094663668e-50	9.368362988677428e-50
K17687	27.0	73.0	-3.3929485135038515	9.206328173955903e-57	1.1966076173156285e-56
K13924	69.0	84.0	-2.616176542113078	5.268681763128089e-50	6.5101303404257265e-50
K11210	229.0	228.0	-2.4340612017568923	1.5801975820652412e-121	3.0366958906303637e-121
K10000	4423.0	2698.0	-2.274120601009522	0.0	0.0
K24708	865.0	895.0	-2.5541250066981394	0.0	0.0
K21214	808.0	787.0	-2.479493860960328	0.0	0.0
K24707	211.0	355.0	-2.973246766230716	1.0880069113162513e-235	3.2317548113118545e-235
K16698	260.0	473.0	-3.0664301446125806	3.5e-323	1.4e-322
K01040	265.0	308.0	-2.598095712215951	1.876517649103662e-176	4.4182418367236195e-176
K13369	1918.0	1425.0	-2.287896911762848	0.0	0.0
K08206	299.0	279.0	-2.3751640360700446	9.234397410713506e-144	1.9529502632117077e-143
K09808	48.0	52.0	-2.4967361391700393	5.520989753017022e-30	6.00545540467186e-30
K11355	2122.0	1477.0	-2.228218279916255	0.0	0.0
K11443	956.0	767.0	-2.2813932962427343	0.0	0.0
K00302	44.0	106.0	-3.2911972997743915	2.418198956912501e-79	3.664248222758791e-79
K14654	51.0	71.0	-2.7460142011883724	7.23127367384068e-45	8.573441893606564e-45
K03185	260.0	210.0	-2.223129629632017	3.475390272546766e-100	6.04121988369115e-100
K02485	131.0	89.0	-2.03898493538437	4.789869654309714e-39	5.4678977043043194e-39
K08218	191.0	181.0	-2.3793875786958614	2.6062355703772596e-94	4.3784058156488816e-94
K20455	68.0	68.0	-2.420039766822333	2.5516087509180314e-37	2.8832257726979923e-37
K01601	36.0	115.0	-3.568913466714066	3.071511516327765e-92	5.101867221814079e-92
K12987	230.0	365.0	-2.9162036573170997	2.4361165183096892e-237	7.287975820606287e-237
K22445	1614.0	1385.0	-2.4293562384438347	0.0	0.0
K05827	143.0	193.0	-2.7329621248877336	4.555039290050628e-118	8.671389015820774e-118
K07812	97.0	113.0	-2.5765746116259027	1.7367889139899092e-65	2.4000659164628767e-65
K01222	51.0	104.0	-3.127424052062933	3.254891879371573e-74	4.756492130695313e-74
K13629	84.0	74.0	-2.2954522845365672	5.56439157655221e-38	6.311771917411882e-38
K11889	525.0	235.0	-1.6345714040003605	2.0233091188188862e-73	2.94299508191838e-73
K09478	829.0	800.0	-2.4717789075702017	0.0	0.0
K02041	4390.0	2708.0	-2.287549346761628	0.0	0.0
K11742	115.0	106.0	-2.3435124064777875	5.020961400978364e-55	6.444124729907649e-55
K07302	487.0	497.0	-2.490679898672814	1.1203260389186535e-268	3.770559679371382e-268
K20272	67.0	91.0	-2.7251955312475356	1.5674749959449394e-56	2.0347109330462042e-56
K09820	3931.0	2521.0	-2.297559157783254	0.0	0.0
K01111	140.0	120.0	-2.272786079162278	9.430700576327455e-60	1.2560890554853164e-59
K11645	46.0	80.0	-2.966065747853897	1.4036340240600056e-54	1.7959630026807634e-54
K20602	187.0	76.0	-1.527109209460272	9.946595181505084e-23	1.0493479812297758e-22
K12518	277.0	150.0	-1.8176817051984675	2.7324907024375718e-55	3.513302551426794e-55
K12238	1212.0	1119.0	-2.468076522450429	0.0	0.0
K02557	101.0	111.0	-2.5185763356374404	1.0879083952717721e-62	1.4772899250328187e-62
K17753	155.0	240.0	-2.875695573624248	1.2461893583191177e-154	2.74205461619602e-154
K18966	48.0	57.0	-2.5875070285867503	4.61646620873577e-34	5.13989834889923e-34
K25069	933.0	1107.0	-2.720078792409981	0.0	0.0
K00819	539.0	637.0	-2.6552086490577023	0.0	0.0
K07697	256.0	250.0	-2.4173008545922032	6.657838007608498e-132	1.334765922422072e-131
K23512	246.0	390.0	-2.9183741476035054	1.3669353151440892e-253	4.349181739670647e-253
K02275	116.0	115.0	-2.416805448913661	8.51460309018773e-62	1.1481188011755559e-61
K18229	133.0	63.0	-1.679761895436333	8.918812925888182e-22	9.369711586500529e-22
K25213	408.0	421.0	-2.4925955883436948	1.9224113808777703e-228	5.55215466864814e-228
K09996	647.0	887.0	-2.8364648899374996	0.0	0.0
K15578	4486.0	2739.0	-2.281966528175334	0.0	0.0
K04090	58.0	68.0	-2.5767144626439618	4.033499093109233e-40	4.63722760750483e-40
K05616	245.0	221.0	-2.3346990486634374	5.309559263110323e-112	9.83368076540551e-112
K00634	48.0	123.0	-3.3555796324495497	2.1871794088773643e-93	3.654786279498779e-93
K06196	97.0	186.0	-3.0806708101967333	3.346804731799059e-129	6.611754673313487e-129
K19540	638.0	574.0	-2.3733839427901287	1.4845806129914001e-291	5.4387561886327224e-291
K19215	111.0	136.0	-2.6295588559608816	2.854676988277763e-80	4.3612636843486996e-80
K15739	66.0	56.0	-2.2569298574114827	1.491421771926416e-28	1.611443416139696e-28
K24003	52.0	128.0	-3.3172239606305696	4.29867468297892e-96	7.307455129789012e-96
K07303	240.0	216.0	-2.3318734495896702	2.3435809415922315e-109	4.285014003466191e-109
K15782	643.0	698.0	-2.5774608967701185	0.0	0.0
K22821	809.0	747.0	-2.420686109229469	0.0	0.0
K09814	4545.0	2736.0	-2.266558322422847	0.0	0.0
K07654	401.0	476.0	-2.6396477134519536	6.103398005992808e-276	2.1138186178431524e-275
K26066	3497.0	2090.0	-2.157481049864379	0.0	0.0
K20333	184.0	113.0	-1.9402415702764335	5.480138812862438e-46	6.560969441743986e-46
K04110	1299.0	1188.0	-2.467573718019796	0.0	0.0
K01620	200.0	156.0	-2.1825646787388724	3.02012891877585e-73	4.384001630501292e-73
K18232	4232.0	2624.0	-2.2790264334933155	0.0	0.0
K21114	512.0	441.0	-2.3138008809012147	4.935341851930006e-218	1.3565418218696746e-217
K12292	649.0	683.0	-2.544399272208885	0.0	0.0
K10025	4182.0	2600.0	-2.277917625512521	0.0	0.0
K00526	63.0	46.0	-2.108628775742203	7.582367918381958e-22	7.970717576670203e-22
K14453	94.0	127.0	-2.7252836362275903	3.7385951036752664e-78	5.610693520888743e-78
K19789	374.0	97.0	-1.0783453275416384	4.0409788464716454e-17	4.1907687022427e-17
K03918	475.0	582.0	-2.684560995658766	0.0	0.0
K18102	49.0	87.0	-2.987919184583088	1.2281962455706934e-59	1.6332466271423348e-59
K00854	241.0	387.0	-2.9307877684968613	8.368292659748305e-253	2.654110806841008e-252
K20907	65.0	82.0	-2.6509995707741267	1.3838693240974218e-49	1.7044804660796576e-49
K06606	417.0	512.0	-2.6779425067525624	1.7479933242326031e-301	6.567104701993156e-301
K05821	45.0	69.0	-2.840259482766222	2.984952436821868e-45	3.5515898796873165e-45
K18142	994.0	752.0	-2.2202572159712743	0.0	0.0
K20435	534.0	620.0	-2.635279515504846	0.0	0.0
K09810	4557.0	2747.0	-2.2698525989946994	0.0	0.0
K01896	1063.0	1005.0	-2.477224015365329	0.0	0.0
K19242	5301.0	2098.0	-1.7257310866747722	0.0	0.0
K11474	1011.0	1098.0	-2.6295552470634123	0.0	0.0
K15640	272.0	183.0	-2.037704595171377	3.1022968511450766e-78	4.6571650571146715e-78
K08182	362.0	257.0	-2.0992065623193876	2.6894723826057846e-113	5.018210764563997e-113
K02669	403.0	98.0	-1.0138125975653198	1.086414591264108e-15	1.1234285098184291e-15
K03576	4666.0	2012.0	-1.804643491976683	0.0	0.0
K17716	29.0	139.0	-3.9697715844096035	1.3375828585285856e-120	2.5616118376715704e-120
K21837	3770.0	2171.0	-2.130795948038457	0.0	0.0
K00342	69.0	116.0	-2.9396975244073267	1.4014589832648324e-77	2.0907079500119993e-77
K07264	48.0	57.0	-2.5875070285867503	4.61646620873577e-34	5.13989834889923e-34
K16841	91.0	120.0	-2.700286807599885	3.3377957231408114e-73	4.842317781427921e-73
K19733	715.0	364.0	-1.7767089610859241	1.6133458393078152e-126	3.1561077981459135e-126
K20944	279.0	266.0	-2.395173068482041	1.3047289053871386e-138	2.697804441857469e-138
K09841	4123.0	2243.0	-2.082088998819071	0.0	0.0
K05501	619.0	578.0	-2.4112450424221183	2.009248087312025e-299	7.526039208121631e-299
K08691	61.0	79.0	-2.67637455346544	2.410060527027372e-48	2.936638228553061e-48
K09816	75.0	79.0	-2.4726271507417845	3.498249370287824e-44	4.1212027396851144e-44
K07417	38.0	71.0	-3.0338312110462438	9.322596377119989e-50	1.1502232731366568e-49
K21328	133.0	277.0	-3.1754998904946854	3.9149344854343973e-197	9.977604021911177e-197
K24910	751.0	781.0	-2.5447260165555603	0.0	0.0
K00117	273.0	165.0	-1.9288165274915408	9.653328672213677e-66	1.3373131394314272e-65
K01461	102.0	39.0	-1.4702307039051707	9.113376850492131e-12	9.344756606729033e-12
K10682	1576.0	1450.0	-2.5091770969464213	0.0	0.0
K14748	220.0	256.0	-2.592997865485334	8.882640054869852e-147	1.9018495679687138e-146
K19157	114.0	94.0	-2.2317300197454157	3.793858230071181e-46	4.548633472874425e-46
K21788	64.0	132.0	-3.144040295501565	3.7575189649221286e-94	6.301960809219699e-94
K23773	3174.0	1756.0	-2.029809422108547	0.0	0.0
K18125	316.0	370.0	-2.612990533176662	8.881863962526963e-213	2.399157212747305e-212
K14086	56.0	103.0	-3.0258693813574657	3.675361429576352e-71	5.249917295869473e-71
K26287	49.0	55.0	-2.5319545938938024	3.953730329809813e-32	4.3440722886545733e-32
K07445	359.0	49.0	-0.44040811272931457	0.00847727993580937	0.00852836840468729
K05787	774.0	587.0	-2.203001597713315	8.794498725411504e-271	2.977880298638324e-270
K22713	66.0	165.0	-3.3395051371793527	4.8816047416582214e-124	9.468271319219354e-124
K07348	306.0	120.0	-1.4928776904418903	8.424171698286467e-34	9.360606138233554e-34
K22222	16.0	175.0	-4.7712712189980415	4.8119016484376675e-169	1.1079541818563604e-168
K10041	4544.0	2728.0	-2.262367612047701	0.0	0.0
K02436	261.0	439.0	-2.983706725012839	8.209111960742385e-292	3.0140199926244767e-291
K23779	489.0	385.0	-2.217156369767757	1.0481720033256335e-180	2.5103995182471414e-180
K05568	71.0	123.0	-2.970490209603827	4.9691736672965414e-83	7.754946003683728e-83
K10126	775.0	500.0	-2.0300449583172213	1.5148967342019568e-207	4.011952852926176e-207
K03431	88.0	65.0	-2.1204720217543023	1.94469229253874e-30	2.1190206703729348e-30
K08478	90.0	211.0	-3.283499080852696	1.4113566296687472e-155	3.120562473015932e-155
K16026	955.0	858.0	-2.406942961582766	0.0	0.0
K08177	2626.0	1439.0	-1.9776925914506702	0.0	0.0
K25111	156.0	376.0	-3.3342226902305407	2.115448192470354e-279	7.424081673364774e-279
K11444	128.0	78.0	-1.9302741856635426	4.651204832237727e-32	5.107045340900359e-32
K10816	246.0	318.0	-2.7055481998666173	8.988870118648666e-191	2.2329494818547877e-190
K12713	53.0	91.0	-2.955866978871404	1.2965014621679616e-61	1.7468063821730298e-61
K18904	1293.0	740.0	-1.9364583062340648	1.4049759938350812e-284	5.01505329802287e-284
K25518	80.0	114.0	-2.7761340602977422	8.692834305389837e-72	1.2480996043977152e-71
K00147	217.0	238.0	-2.5317910413918967	7.299780829847847e-133	1.4699357617964624e-132
K18288	52.0	49.0	-2.3595823594029457	1.4974166990820485e-26	1.6016793739860954e-26
K20567	94.0	105.0	-2.5339372028222518	8.018619002764122e-60	1.0685802013263098e-59
K10047	141.0	187.0	-2.714794734095888	1.2814078306536903e-113	2.3962996325293805e-113
K19714	132.0	232.0	-3.000675668173604	2.2328598023024357e-156	4.94129999555042e-156
K11943	149.0	197.0	-2.712990210097622	1.7314031904190018e-119	3.306966886963524e-119
K14161	199.0	116.0	-1.88846704573034	1.7596702416734705e-45	2.0981972786430332e-45
K24392	369.0	399.0	-2.536832085909023	2.530341011714291e-221	7.047801883573508e-221
K24078	51.0	53.0	-2.456097490560982	5.8467042510168476e-30	6.355609917319812e-30
K02036	4269.0	2692.0	-2.3080041410754744	0.0	0.0
K26605	61.0	73.0	-2.59766622254766	2.4387773798299733e-43	2.8616206931088347e-43
K01704	54.0	79.0	-2.7962494297033915	1.0530611155838165e-50	1.307320294210152e-50
K24293	53.0	84.0	-2.8758566385633166	2.0169060332061176e-55	2.596572085937336e-55
K22293	1126.0	1160.0	-2.5844341981080414	0.0	0.0
K03281	128.0	87.0	-2.0392847053571432	3.251236620132641e-38	3.692107254790083e-38
K21826	521.0	566.0	-2.5618438953306795	7.42579085e-316	2.928217366e-315
K14366	561.0	477.0	-2.3050521316103905	2.4235184004201742e-234	7.173156116610065e-234
K07352	315.0	119.0	-1.455459727606982	2.537188181680832e-32	2.7944223474505395e-32
K03205	13131.0	1955.0	-0.6278508487700103	1.6914778280908383e-104	3.0134902038701236e-104
K02064	211.0	364.0	-2.9993779325246814	8.301794087133216e-244	2.54595130363522e-243
K10193	752.0	930.0	-2.7384026171138762	0.0	0.0
K21995	38.0	96.0	-3.3349926637736296	6.508291387476528e-73	9.428268229239933e-73
K16562	24.0	82.0	-3.6222043951735414	3.804849575518034e-67	5.3165978443622526e-67
K18166	121.0	153.0	-2.663037939986745	2.358420527307499e-91	3.8915881386345815e-91
K22509	178.0	95.0	-1.7991761899040577	3.430217875682175e-35	3.837920268412943e-35
K13928	3316.0	1634.0	-1.8933606599296324	0.0	0.0
K05880	61.0	91.0	-2.8176323611773104	1.3184479168161183e-58	1.7389484243916568e-58
K02464	378.0	91.0	-1.003762200181695	1.79310244805233e-14	1.8503723593336222e-14
K22315	97.0	78.0	-2.205454190911868	5.033992527075242e-38	5.714015089662923e-38
K20801	99.0	60.0	-1.9244181421270772	6.224594288647803e-25	6.619827606189891e-25
K25047	361.0	568.0	-2.933423957646086	0.0	0.0
K22322	4358.0	2342.0	-2.0842087642418354	0.0	0.0
K04691	120.0	192.0	-2.9019398971617507	2.3217501146493327e-125	4.520732727124361e-125
K10543	436.0	607.0	-2.8158021361140966	0.0	0.0
K12555	49.0	122.0	-3.3271437892300706	6.225289629824929e-92	1.031984457668429e-91
K06605	118.0	161.0	-2.739619403344876	4.110455493707748e-99	7.0909959050941794e-99
K03481	189.0	266.0	-2.783925601680709	3.42197023118215e-165	7.796736541292178e-165
K00114	316.0	187.0	-1.9098020893636656	3.1204923380177206e-73	4.5283760152978105e-73
K12216	66.0	48.0	-2.1047076952929222	1.1187851604921319e-22	1.1795528597357046e-22
K17076	4503.0	2720.0	-2.2674788944112687	0.0	0.0
K23273	244.0	191.0	-2.189797346901815	1.3906237691548545e-89	2.265531501602964e-89
K05796	80.0	99.0	-2.634496110192042	4.485324396489171e-59	5.934611513241154e-59
K14811	132.0	82.0	-1.9495850694399979	4.626982105266363e-34	5.150461521043331e-34
K18227	448.0	549.0	-2.680597735527023	2.5e-323	1e-322
K21819	54.0	75.0	-2.7444581621278488	2.880971953424439e-47	3.4816379205476814e-47
K20334	911.0	425.0	-1.6950359885903283	2.003945095842916e-137	4.126544835518636e-137
K20565	78.0	69.0	-2.2991050888858124	1.3487119179635223e-35	1.5120549104905575e-35
K22320	142.0	128.0	-2.323704544620523	2.251691698475159e-65	3.1056105827495446e-65
K05368	418.0	560.0	-2.7713446154682075	0.0	0.0
K09846	32.0	69.0	-3.172527132688458	1.4948324166441944e-50	1.853917964971304e-50
K16111	139.0	253.0	-3.038277951080349	1.6625920684882168e-172	3.865487966104452e-172
K10527	108.0	109.0	-2.4338570730651883	3.6583132464249467e-59	4.844218069300934e-59
K13310	135.0	279.0	-3.1680875894107547	4.35095049606693e-198	1.1156968809167017e-197
K13995	104.0	133.0	-2.6716550509545507	5.785456946746086e-80	8.814593364558686e-80
K04099	48.0	70.0	-2.7913583423674844	4.799338854734102e-45	5.700922434655688e-45
K08187	437.0	311.0	-2.1075235669853476	3.1632130641304336e-137	6.505696519575036e-137
K01258	404.0	503.0	-2.6907934311969326	6.6968936538429444e-298	2.495390135301002e-297
K01118	250.0	138.0	-1.835831890807641	1.0100115444539022e-51	1.2626404929169101e-51
K12340	1523.0	852.0	-1.9263994088667982	1e-323	4e-323
K13637	1283.0	1249.0	-2.539053667874467	0.0	0.0
K10542	569.0	753.0	-2.7835597586128267	0.0	0.0
K00404	191.0	313.0	-2.941602513645296	8.329688430745286e-206	2.196686659356103e-205
K13032	84.0	83.0	-2.4099016011299876	5.976318858250602e-45	7.092276028938156e-45
K01640	125.0	135.0	-2.504172791477682	2.538445879814371e-75	3.7334910326315333e-75
K08151	3169.0	1929.0	-2.1530795406574756	0.0	0.0
K20624	42.0	82.0	-3.0796954752390358	4.876936207728563e-58	6.402017438611965e-58
K20023	465.0	500.0	-2.5434546156500732	3.3793414736642085e-277	1.1760765879159386e-276
K13815	57.0	43.0	-2.140803125548052	6.615004728902962e-21	6.927633559670857e-21
K02191	31.0	70.0	-3.2176179915684893	6.060432872210926e-52	7.581975474402277e-52
K15468	555.0	479.0	-2.3202904800799384	2.7684018400393173e-237	8.272169698637769e-237
K11933	567.0	714.0	-2.7286819812320258	0.0	0.0
K21116	560.0	487.0	-2.3288638698852813	2.671259722438079e-242	8.137268059592395e-242
K09998	537.0	789.0	-2.893255192660919	0.0	0.0
K17317	853.0	1018.0	-2.7141060855926202	0.0	0.0
K03198	3652.0	470.0	-0.3825343443918009	4.731689220726023e-13	4.868769183767398e-13
K00598	206.0	139.0	-2.0363430388007093	7.307772618947282e-60	9.741103347268563e-60
K06044	65.0	90.0	-2.744015855262438	2.368996624825963e-56	3.071966622767587e-56
K05280	47.0	90.0	-3.062659021097532	3.5808149313495955e-63	4.879652020734361e-63
K19278	56.0	98.0	-2.975973466624976	1.1402633357476698e-66	1.5897658088597803e-66
K03458	50.0	106.0	-3.165971267816838	1.6705857660763366e-76	2.4686614094158432e-76
K12693	57.0	71.0	-2.6367519958110206	6.5365903196868564e-43	7.646634973368786e-43
K07639	938.0	1053.0	-2.657009864026378	0.0	0.0
K00263	74.0	82.0	-2.5230706638321316	7.015485222057153e-47	8.459800142562539e-47
K01849	85.0	106.0	-2.643078088121659	2.3673127423926847e-63	3.2303820746328514e-63
K03336	537.0	535.0	-2.471136525340125	4.369196770259729e-286	1.5662804169979043e-285
K19337	251.0	306.0	-2.6455661829840165	4.842579233553447e-179	1.1564919790956446e-178
K25271	101.0	202.0	-3.1247454250665045	4.062055411241121e-142	8.518749371648046e-142
K23276	34.0	88.0	-3.356174196778754	2.223980147475722e-67	3.1093502452703564e-67
K01832	54.0	112.0	-3.145731456729218	3.160175270136395e-80	4.822107785753524e-80
K23545	701.0	864.0	-2.72638926979957	0.0	0.0
K21675	515.0	510.0	-2.462062295082126	1.0104706933792301e-271	3.4238411586219107e-271
K01628	216.0	350.0	-2.9350900213389877	2.8487687783692935e-229	8.280112618730948e-229
K15062	230.0	167.0	-2.1122278265173478	4.975057232497894e-75	7.300054679270276e-75
K19887	524.0	454.0	-2.321234741741481	3.002414227907712e-225	8.51903141833531e-225
K13237	2896.0	1874.0	-2.208454802312217	0.0	0.0
K12056	602.0	304.0	-1.762404713343666	5.506776195724078e-105	9.845746229270326e-105
K26594	110.0	82.0	-2.130642309476436	3.390850976381835e-38	3.8497804782861546e-38
K12455	482.0	560.0	-2.628490863719452	3.1e-322	1.245e-321
K21746	629.0	497.0	-2.2337004335827446	2.6709478213498926e-234	7.900830885599682e-234
K02058	733.0	849.0	-2.6618892778716967	0.0	0.0
K14760	850.0	862.0	-2.5296597313189357	0.0	0.0
K13258	120.0	163.0	-2.7354529042771834	3.7778179490817166e-100	6.564646873352268e-100
K02025	932.0	1105.0	-2.7190678880758994	0.0	0.0
K12913	148.0	272.0	-3.0504410451025863	4.914519592675141e-186	1.2011671117675504e-185
K03919	160.0	76.0	-1.682442251741714	5.298087231293234e-26	5.653701439232158e-26
K23253	96.0	102.0	-2.483996501913981	7.82754591949516e-57	1.0184554420585025e-56
K19609	816.0	1007.0	-2.7464014386917306	0.0	0.0
K22121	349.0	353.0	-2.464490053424999	1.7075380884032418e-189	4.227064135800017e-189
K10834	125.0	296.0	-3.30569093048348	1.024558408065111e-218	2.8207743307257155e-218
K00643	114.0	62.0	-1.81700328951751	7.68997095979184e-24	8.150555463838632e-24
K07663	1269.0	1317.0	-2.613145051611111	0.0	0.0
K05831	194.0	242.0	-2.6606456501669897	4.586052554380867e-143	9.649979492579572e-143
K21680	60.0	132.0	-3.2075961720097967	5.598949115872364e-96	9.508150957032485e-96
K07650	108.0	256.0	-3.3010336402499645	3.192072963238826e-189	7.890375814363298e-189
K11146	321.0	327.0	-2.468541480849861	4.061080686894996e-176	9.54382547159556e-176
K18852	137.0	100.0	-2.111152188470916	1.1634943614486361e-45	1.3899760882955079e-45
