PFAM	Meta	Isolate	log_odds	p	padj
PF01656	9115.0	3391.0	-1.861221800361839	0.0	0.0
PF13493	193.0	155.0	-2.2115722675725324	5.05716292670825e-74	1.0423948073419045e-73
PF11663	55.0	47.0	-2.2634216109450427	2.6661229825751922e-24	3.2804044960392855e-24
PF13391	564.0	164.0	-1.195729707121364	1.2761735578037662e-32	1.6720536800779182e-32
PF02353	147.0	193.0	-2.7055196609099075	9.556407272872607e-117	2.8534105520415247e-116
PF00891	83.0	190.0	-3.2566430231592864	3.1168865380356346e-139	1.0953899285713736e-138
PF13480	84.0	92.0	-2.5128065726979654	3.912486149264597e-52	6.391494602490619e-52
PF13620	895.0	193.0	-0.896503968088273	4.946083547250811e-24	6.066394973740039e-24
PF00122	866.0	915.0	-2.5778215079572053	0.0	0.0
PF14487	101.0	32.0	-1.2867609151491464	2.6207262717679434e-8	2.8649162961491443e-8
PF07978	161.0	158.0	-2.4116094695510477	5.9425118169815425e-84	1.36542581116203e-83
PF05016	2040.0	719.0	-1.4407282104634715	1.5853513727911074e-178	7.055117316079966e-178
PF00004	1906.0	1529.0	-2.380442812657558	0.0	0.0
PF13245	14025.0	1888.0	-0.5045943259453426	4.174774215138291e-68	8.081667084805208e-68
PF13827	214.0	27.0	-0.3749342230976781	0.09920815553711645	0.10147976455866206
PF02486	159.0	17.0	-0.22793790907835448	0.49061982505952995	0.4957415631201775
PF08281	3402.0	1596.0	-1.837383481869555	0.0	0.0
PF13091	1129.0	635.0	-1.906820541902192	4.0745576224997993e-240	2.384180694475323e-239
PF20398	61.0	99.0	-2.902012838515942	1.3158163857950415e-65	2.481040149514514e-65
PF02810	295.0	117.0	-1.5040053918521599	2.3484467126822918e-33	3.103209165848102e-33
PF13351	95.0	20.0	-0.8939862098712513	0.0016768059893442233	0.0017538137385171683
PF07520	106.0	9.0	-0.042095331416005924	1.0	1.0
PF03641	60.0	51.0	-2.258384795289515	3.640120919526853e-26	4.536481167414635e-26
PF16925	175.0	160.0	-2.341321305468489	5.578703572990029e-82	1.258187223306392e-81
PF03852	604.0	58.0	-0.08519287471128023	0.6189107474181923	0.6248281904617388
PF14532	815.0	545.0	-2.0713000696271386	5.4623527494510864e-232	3.117701581566308e-231
PF17989	325.0	289.0	-2.328135209415077	3.678699697965897e-145	1.3394387771747305e-144
PF01642	66.0	80.0	-2.611310513533266	1.3132061201181813e-47	2.031010530648825e-47
PF08291	82.0	71.0	-2.278089161547247	3.568729482094762e-36	4.8565662489198193e-36
PF01170	154.0	173.0	-2.547899636252948	6.405357476067947e-98	1.6662536861036778e-97
PF13738	826.0	1133.0	-2.869871947850767	0.0	0.0
PF10613	46.0	226.0	-4.014952260378411	2.2786574589008726e-196	1.1262385695801546e-195
PF00455	274.0	440.0	-2.9375381258226145	1.0870609069447458e-287	8.172305782629918e-287
PF05336	69.0	107.0	-2.858528295440618	1.2126832042591969e-69	2.393426579009443e-69
PF14331	69.0	134.0	-3.0850559038742653	8.633629403734561e-94	2.1611983949219162e-93
PF02233	86.0	78.0	-2.324631607517043	1.4695053905011991e-40	2.1071981618112874e-40
PF00289	173.0	303.0	-3.006588810448902	6.593110198046813e-204	3.3513774595323294e-203
PF13208	82.0	37.0	-1.634794475984703	6.323101161977796e-13	7.151199610162814e-13
PF02310	177.0	167.0	-2.3734420594351957	6.4778664366277405e-87	1.5169439246256292e-86
PF04820	61.0	170.0	-3.4474233480012955	2.0337969347807878e-131	6.827326993490997e-131
PF09995	61.0	48.0	-2.182318824369178	1.0331097815779198e-23	1.2624481970570792e-23
PF02633	113.0	127.0	-2.5427573647854085	2.984588320914298e-72	6.049911578956295e-72
PF00127	124.0	226.0	-3.0359462861747533	3.1884712602388245e-154	1.2427548217340252e-153
PF03747	150.0	98.0	-2.0007341056355643	8.951799269466151e-42	1.3021308517827095e-41
PF12512	121.0	153.0	-2.663037939986745	2.358420527307499e-91	5.754843366528698e-91
PF14492	60.0	60.0	-2.4191307960968738	4.1335676175829336e-33	5.449646751217454e-33
PF00166	99.0	167.0	-2.950902045371871	3.0297599136200453e-111	8.625162107033536e-111
PF08241	2085.0	1415.0	-2.1940243498950243	0.0	0.0
PF14715	38.0	88.0	-3.2479193156019517	2.155870329222016e-65	4.055130991726917e-65
PF03737	268.0	393.0	-2.8408425722197874	3.422499023207804e-248	2.0812736206575204e-247
PF08299	100.0	8.0	0.005613641613178627	1.0	1.0
PF00595	94.0	208.0	-3.2258059270418036	7.456305160411859e-151	2.844170260695689e-150
PF21810	64.0	42.0	-2.00367180338987	7.641623346397944e-19	9.03383767617426e-19
PF00881	380.0	358.0	-2.393953818764914	2.0275468815780343e-185	9.382452999812298e-185
PF03929	207.0	203.0	-2.4160674916702436	1.7266778403160588e-107	4.7524557145192e-107
PF00593	2267.0	780.0	-1.4223352263393676	4.438587605951531e-189	2.104252858903144e-188
PF09485	40.0	101.0	-3.3358481416118457	1.2561934631914331e-76	2.6747364023773593e-76
PF04965	160.0	170.0	-2.492084679694093	8.758107461201017e-94	2.1876434013301036e-93
PF00753	1077.0	1124.0	-2.5927495789924477	0.0	0.0
PF18306	74.0	77.0	-2.4603162081035257	7.396692143174976e-43	1.0895698065057367e-42
PF01337	50.0	80.0	-2.8843459616503444	4.949804923633054e-53	8.172279202274047e-53
PF04610	10039.0	1012.0	-0.1345267889504577	0.0001767395303756668	0.00018636674038251204
PF00041	100.0	102.0	-2.443543946400831	9.60837317310154e-56	1.6280270518683353e-55
PF01593	298.0	727.0	-3.393118109644778	0.0	0.0
PF06719	197.0	200.0	-2.450252706101653	9.547693706571846e-108	2.6309955492724078e-107
PF00350	87.0	40.0	-1.6526011484841068	4.6466872044042374e-14	5.2964938056089515e-14
PF11794	54.0	85.0	-2.8693176958110436	6.310995249761222e-56	1.0708869222202569e-55
PF00083	661.0	1295.0	-3.2513610966356308	0.0	0.0
PF17937	77.0	70.0	-2.3261637360742635	1.3321366076029689e-36	1.8256951855231247e-36
PF14833	374.0	468.0	-2.6915076086098417	1.5161630991587006e-277	1.07707855637482e-276
PF18932	1069.0	2.0	3.476064256839725	6.418932162124476e-37	8.854619603690712e-37
PF12849	137.0	95.0	-2.059755340658306	4.126260687652608e-42	6.024703694165309e-42
PF01243	418.0	349.0	-2.271909585908519	2.3753999674182453e-169	1.0180911668473401e-168
PF17866	65.0	76.0	-2.5752172223569993	1.3118204199953044e-44	1.9673071889277547e-44
PF19278	164.0	238.0	-2.810919930585459	1.236610288661041e-149	4.655827715655751e-149
PF09388	20.0	157.0	-4.449759242890612	2.5612102038450915e-146	9.399196372088701e-146
PF01515	76.0	140.0	-3.033909937687765	2.8044718224349446e-96	7.166983546222636e-96
PF03471	96.0	82.0	-2.265612398825732	3.0857837082708173e-41	4.471787619658832e-41
PF04002	1338.0	198.0	-0.515880487853026	3.796331206458286e-10	4.1934747468390867e-10
PF04041	93.0	29.0	-1.2728452936375976	1.5228458773934748e-7	1.6530705482173093e-7
PF02655	81.0	227.0	-3.4625282807529847	1.9149339098943047e-175	8.409057604318469e-175
PF00199	160.0	229.0	-2.795975019598292	3.1460015393501036e-143	1.1312943615960204e-142
PF00171	1678.0	1491.0	-2.479418502870537	0.0	0.0
PF10881	200.0	68.0	-1.349408912158341	3.2097838267107106e-17	3.7544450299340286e-17
PF13088	30.0	114.0	-3.7371230950236107	6.494828785662617e-95	1.6507097668593282e-94
PF00109	176.0	610.0	-3.7277726365466997	0.0	0.0
PF01545	535.0	459.0	-2.311961264750554	1.5767275107146346e-226	8.762531118158124e-226
PF02913	255.0	369.0	-2.8245572538552044	9.182678293696182e-232	5.228274920651037e-231
PF03135	5054.0	946.0	-0.8043818420450601	8.739938252921543e-88	2.0591152699327326e-87
PF07478	187.0	361.0	-3.111143519120875	5.151804810476973e-251	3.2432635703897046e-250
PF17201	34.0	162.0	-3.970572862228653	3.1081148472137917e-140	1.098957502294922e-139
PF04151	18.0	83.0	-3.9088025293946185	4.922334691871829e-72	9.951769790442349e-72
PF02788	19.0	99.0	-4.033851177968791	1.851002639955806e-87	4.3565138121756205e-87
PF12895	185.0	166.0	-2.3232952774056828	3.6009428911521685e-84	8.306842439072977e-84
PF06445	79.0	75.0	-2.36949999130032	5.677766850517793e-40	8.081772300093647e-40
PF03315	58.0	62.0	-2.484997378771486	3.044443545988669e-35	4.1093796381938863e-35
PF01541	79.0	67.0	-2.2572795202579394	7.5401602222628225e-34	1.0026211904016336e-33
PF02867	153.0	76.0	-1.726970425530947	6.004203508551407e-27	7.514959456015581e-27
PF08275	753.0	80.0	-0.18302071953092724	0.14511690955579956	0.14804856429430055
PF12083	227.0	153.0	-2.0365571291768227	1.0575408638643005e-65	1.995668096471787e-65
PF11975	57.0	111.0	-3.0835758395662856	5.415979168519237e-78	1.1725367761854789e-77
PF00313	724.0	557.0	-2.2138888616688233	6.453125251678697e-259	4.187321217779222e-258
PF00893	116.0	118.0	-2.442714492275153	3.596289104159908e-64	6.656716803954953e-64
PF01202	51.0	102.0	-3.1079426307325972	2.211446007879488e-72	4.498414252455386e-72
PF11000	1327.0	149.0	-0.23539169153735473	0.009883118774078284	0.010221943415932258
PF05506	55.0	55.0	-2.418563190529851	1.7693193431444344e-30	2.2770796864955796e-30
PF03061	410.0	468.0	-2.599442809377131	1.5445327722156358e-266	1.0369796618083589e-265
PF13793	60.0	64.0	-2.4831407849673997	2.7030836688967577e-36	3.6871775471797815e-36
PF13462	400.0	471.0	-2.6309551539702856	4.889449802909963e-272	3.380414253619001e-271
PF13175	179.0	356.0	-3.14016078994605	7.098899527403201e-250	4.397531627242036e-249
PF09704	85.0	163.0	-3.077273512861051	2.315752659357571e-113	6.707597790134211e-113
PF11769	100.0	57.0	-1.8636538735531336	8.636190389062553e-23	1.0465242709333496e-22
PF01796	160.0	170.0	-2.492084679694093	8.758107461201017e-94	2.1876434013301036e-93
PF01348	32.0	129.0	-3.7990656777398875	1.672551859983594e-108	4.636441492532087e-108
PF08878	126.0	49.0	-1.4848934499892479	1.2792218074704443e-14	1.4667484001746507e-14
PF17973	42.0	67.0	-2.8784957029449347	1.3083975266820844e-44	1.963441508063619e-44
PF09836	151.0	74.0	-1.7134980291215405	5.299427213915283e-26	6.597304082489391e-26
PF01144	286.0	324.0	-2.574421262699128	1.7182773147164839e-183	7.857398035603134e-183
PF03150	130.0	96.0	-2.122375354222445	3.3371177053581427e-44	4.985289022216698e-44
PF00270	2402.0	977.0	-1.6152582854327115	1.0349433357035591e-284	7.632296409013865e-284
PF13458	921.0	862.0	-2.4487346626832758	0.0	0.0
PF02779	361.0	407.0	-2.5796228592532353	3.255282138016149e-230	1.8443952211247595e-229
PF13618	147.0	120.0	-2.2242576063263506	3.650889691935019e-58	6.357583773886843e-58
PF03600	322.0	421.0	-2.7296074201417353	4.3868889870458985e-254	2.8151224079855306e-253
PF13353	70.0	160.0	-3.250261319224301	2.3034782866240924e-117	6.958361586251973e-117
PF13593	76.0	171.0	-3.236549179267988	8.612678398682218e-125	2.748248890128955e-124
PF01244	137.0	112.0	-2.224920211064861	1.9761089600475743e-54	3.309661942458915e-54
PF13188	769.0	859.0	-2.6266861751095814	0.0	0.0
PF14373	186.0	43.0	-0.9687380125599194	3.513054605386721e-7	3.8045162642567664e-7
PF00464	80.0	94.0	-2.582578437160738	6.229687955104465e-55	1.0471465354347086e-54
PF00857	730.0	656.0	-2.3821426775636465	0.0	0.0
PF18739	98.0	29.0	-1.220966001131416	3.791252417044638e-7	4.100130058098088e-7
PF01909	235.0	404.0	-3.0010514036153233	1.9713210529016337e-270	1.3508492052774321e-269
PF12536	48.0	88.0	-3.019556630079043	6.054259181069315e-61	1.0777045270209976e-60
PF01384	98.0	65.0	-2.013881061416076	1.6553834474601433e-28	2.0967588595692e-28
PF13857	302.0	124.0	-1.5390615574929634	1.9516041391957704e-36	2.6652418667558934e-36
PF04303	100.0	111.0	-2.5284393954048228	5.636600134583269e-63	1.0269664402068185e-62
PF00482	1245.0	329.0	-1.1114434746979425	3.0083450827714986e-56	5.130973294624223e-56
PF03631	178.0	148.0	-2.2454177419760812	3.866262675341436e-72	7.823456615695258e-72
PF18145	271.0	59.0	-0.905248342527915	1.580602062351075e-8	1.731952165491296e-8
PF13414	803.0	344.0	-1.60087024135862	5.551552774413149e-103	1.4857439049495098e-102
PF10117	124.0	86.0	-2.0592733581698637	2.838975578808307e-38	3.984858168925497e-38
PF13343	383.0	640.0	-3.0029555110142523	0.0	0.0
PF12508	423.0	53.0	-0.35352639752219917	0.02379066313329581	0.02452983153956776
PF02563	150.0	222.0	-2.8284110070342123	1.1201942148242453e-140	3.9728414672316365e-140
PF18050	47.0	75.0	-2.880663525723448	9.18059964787106e-50	1.463729099657136e-49
PF04079	228.0	161.0	-2.0838212882052995	3.833002233165313e-71	7.675917403140537e-71
PF05161	47.0	105.0	-3.2171125446721867	5.786444744278587e-77	1.237745040603974e-76
PF00308	16.0	353.0	-5.492844537167938	0.0	0.0
PF01116	44.0	117.0	-3.390430350938779	9.381283034314249e-90	2.2466722153311338e-89
PF01258	173.0	93.0	-1.8062582311041695	1.137372282169426e-34	1.5237115406456613e-34
PF08273	126.0	88.0	-2.066355982200042	2.6885697185382523e-39	3.808260644002659e-39
PF01325	70.0	101.0	-2.78642445944533	4.513035731229151e-64	8.340319811969228e-64
PF08327	402.0	273.0	-2.056444273048003	5.9964789351524e-117	1.795079969891627e-116
PF06314	59.0	84.0	-2.770433012586165	2.8897030725553038e-53	4.7811825053746225e-53
PF13612	91.0	186.0	-3.1439143436191728	8.069175112958811e-132	2.7245194458435055e-131
PF00370	242.0	392.0	-2.9401068691138375	6.787536310006378e-257	4.392046475806355e-256
PF10397	95.0	43.0	-1.6364921431494095	8.191099114673955e-15	9.415103039776149e-15
PF13606	336.0	149.0	-1.6177989445869467	1.2163749463349264e-46	1.8651082510468875e-46
PF02896	75.0	91.0	-2.6138848678059037	5.721352233553744e-54	9.568539408599962e-54
PF00232	99.0	132.0	-2.712882858158873	9.585184123656454e-81	2.1327952796220253e-80
PF00899	1012.0	396.0	-1.5145945273535637	1.1590628758063244e-108	3.2245545634707684e-108
PF06964	50.0	67.0	-2.707787050371708	8.502402899231224e-42	1.2375364620873519e-41
PF01145	261.0	207.0	-2.2045939611913847	9.74593415342459e-98	2.5267639551791656e-97
PF00710	124.0	91.0	-2.115777465642895	7.958116979321364e-42	1.1590411124115064e-41
PF02900	219.0	162.0	-2.1302943479608367	1.1823866881793853e-73	2.4328470120821184e-73
PF12784	8.0	280.0	-5.888578106617608	9.718353149294324e-292	7.500243975352398e-291
PF02613	53.0	59.0	-2.524440748663764	3.1362978273737775e-34	4.179931068840669e-34
PF14020	86.0	47.0	-1.8225355807213035	1.6356043028184306e-18	1.925752050404062e-18
PF00206	243.0	271.0	-2.5523826040063713	2.19923588760482e-152	8.472346545449414e-152
PF13420	184.0	373.0	-3.1614283492427524	1.975427307667963e-263	1.2963044168679882e-262
PF09722	834.0	388.0	-1.6884258439148976	4.288844822995327e-125	1.379915030999743e-124
PF20148	391.0	136.0	-1.3737227486508137	1.0856429965706773e-33	1.4419374963028493e-33
PF00772	550.0	225.0	-1.5432912124976363	9.640175390061891e-65	1.795840210995491e-64
PF06986	413.0	284.0	-2.0701626124593795	1.2512815987678493e-122	3.933324971498936e-122
PF02669	64.0	102.0	-2.884661898175485	4.075394301916824e-67	7.817622595667038e-67
PF01553	126.0	104.0	-2.2336779089121497	6.373367574687083e-51	1.027434620124781e-50
PF13499	63.0	106.0	-2.9387766527262835	4.919673396145398e-71	9.8351129941874e-71
PF04796	2390.0	152.0	0.34449224551038643	0.000015454166357572752	0.00001648302499937626
PF05690	30.0	117.0	-3.763251550670602	6.922077327526308e-98	1.7986561109444758e-97
PF19778	174.0	18.0	-0.1923507989812316	0.5118821329427625	0.5170009542721902
PF10387	245.0	66.0	-1.1172243617358395	8.679480910454601e-13	9.806631398339513e-13
PF09677	224.0	126.0	-1.853676580476244	5.1196863834700294e-48	7.96052976492696e-48
PF02028	49.0	84.0	-2.952859579271197	5.882229973938495e-57	1.0129295944743605e-56
PF12648	394.0	96.0	-1.0157825457739442	2.0546637186605468e-15	2.372258359069806e-15
PF00984	145.0	267.0	-3.0516892011583026	9.795383750584055e-183	4.444272744649758e-182
PF14460	357.0	192.0	-1.814599369347321	5.0198604176981625e-70	9.958271349541274e-70
PF14348	583.0	207.0	-1.3994755044937233	1.127790930596104e-51	1.835920344621408e-51
PF00144	756.0	641.0	-2.321790768135173	6.6395147e-316	5.798343115e-315
PF05257	343.0	172.0	-1.7427184466557464	1.6725202780750518e-59	2.9456138028569714e-59
PF00690	206.0	146.0	-2.0860132425964992	8.613928898483443e-65	1.6059515915872422e-64
PF19112	210.0	215.0	-2.460395189429802	3.128762273579433e-116	9.306164867509631e-116
PF00207	43.0	66.0	-2.840556480039112	2.298441806148872e-43	3.398650742001165e-43
PF14454	380.0	122.0	-1.2927528174964233	8.629516694919824e-28	1.0847601343235254e-27
PF02746	496.0	563.0	-2.6054945103036387	1.3765e-320	1.2112e-319
PF08980	100.0	14.0	-0.5059489746087054	0.12250931009467145	0.12509412191205352
PF01835	48.0	70.0	-2.7913583423674844	4.799338854734102e-45	7.253652673745816e-45
PF02630	166.0	156.0	-2.3682471787972914	4.138006925202377e-81	9.25177101756027e-81
PF13449	49.0	58.0	-2.584512380949845	1.383102701200309e-34	1.8507762528158512e-34
PF00460	57.0	46.0	-2.207132135646396	4.192776648546835e-23	5.0967138433146506e-23
PF13007	729.0	517.0	-2.127277771069271	2.241412185442404e-228	1.257681281831571e-227
PF01895	72.0	107.0	-2.8165321863511545	1.4858805319009428e-68	2.895721875508297e-68
PF00560	70.0	57.0	-2.2164159273309765	2.118717552117348e-28	2.6807085368020693e-28
PF01075	36.0	87.0	-3.289159409589921	1.9843336048642307e-65	3.7354999709072996e-65
PF01261	684.0	785.0	-2.6444386770993225	0.0	0.0
PF00813	193.0	99.0	-1.7598613395753038	1.6400249190593761e-35	2.2188572434332737e-35
PF04542	2540.0	1151.0	-1.746381781536697	0.0	0.0
PF13376	70.0	65.0	-2.346620655435273	1.822037812349817e-34	2.4353244177725113e-34
PF12770	765.0	121.0	-0.5818000360416921	5.0320814458818244e-8	5.4854646639059026e-8
PF18860	155.0	28.0	-0.7315815457816814	0.0016380553833082912	0.001714055250191514
PF20254	53.0	93.0	-2.977622802289776	2.1237356243494022e-63	3.890723860696894e-63
PF00557	322.0	438.0	-2.771321551119905	9.480047471371083e-269	6.43922522689913e-268
PF01488	73.0	261.0	-3.7086013877855293	2.4102897901331888e-213	1.278334059926803e-212
PF00383	309.0	133.0	-1.5868004992640985	1.0716494373294261e-40	1.54049606616105e-40
PF17991	86.0	69.0	-2.202559299609498	8.943665415163582e-34	1.1885660617520023e-33
PF19335	309.0	259.0	-2.2655989199971858	5.492263382406064e-126	1.779432055415521e-125
PF04255	564.0	84.0	-0.5223956093480485	0.000038701775054638966	0.000041095718586841525
PF01311	178.0	98.0	-1.8303225698924972	4.2025028481665576e-37	5.817886839267529e-37
PF17762	367.0	45.0	-0.33446219338381533	0.05826531397533776	0.05967827352941341
PF09298	68.0	59.0	-2.279160185251719	2.352623938514471e-30	3.0244302209015586e-30
PF00263	622.0	216.0	-1.3778980505967193	1.403076993209034e-52	2.3034260460951135e-52
PF07287	59.0	50.0	-2.2553826957996392	1.214874574711351e-25	1.5067558126291876e-25
PF00486	2141.0	1533.0	-2.264794964603524	0.0	0.0
PF07282	257.0	447.0	-3.018200711945929	1.1811850739712453e-300	9.396893585052065e-300
PF01845	76.0	59.0	-2.169376188067754	1.415659931270071e-28	1.7940960285544874e-28
PF19751	72.0	38.0	-1.7893817769974312	6.857917612116544e-15	7.886605253934025e-15
PF08447	1323.0	815.0	-2.0198803804649788	0.0	0.0
PF02805	75.0	39.0	-1.7745171793671484	4.420187025281188e-15	5.090775636950025e-15
PF08665	112.0	40.0	-1.4022796507404605	2.727361753261164e-11	3.044527319954677e-11
PF11444	369.0	62.0	-0.6456259912885864	0.000020031027724074188	0.000021335202844119368
PF08240	1361.0	1458.0	-2.664869449527092	0.0	0.0
PF00892	901.0	937.0	-2.5646625268164924	0.0	0.0
PF18277	8.0	220.0	-5.640727285081492	1.0329442730358115e-226	5.754267497031631e-226
PF13426	1573.0	1063.0	-2.144196098050021	0.0	0.0
PF17939	55.0	54.0	-2.4004207277947534	1.0838427825183474e-29	1.3841488640957234e-29
PF03771	159.0	52.0	-1.3121872753940589	5.341723532258285e-13	6.05013347900341e-13
PF04149	524.0	118.0	-0.9369942432523634	2.0403140911948675e-16	2.3698248169228384e-16
PF20282	68.0	34.0	-1.7370699530743834	5.725652171005065e-13	6.47866049354348e-13
PF09351	110.0	31.0	-1.1712105500646044	3.752341285128437e-7	4.059938893969892e-7
PF05504	4.0	158.0	-5.891444402812648	1.7763819496486504e-165	7.408501380671121e-165
PF07215	124.0	154.0	-2.645311184334666	3.025390513985444e-91	7.359143627212761e-91
PF02962	41.0	71.0	-2.959692289807442	1.5500813710447208e-48	2.4313565327055275e-48
PF06081	6.0	100.0	-5.093879020915632	1.8519122268531374e-100	4.899763215238996e-100
