NCBIFam	Meta	Isolate	log_odds	p	padj
NF005851.0	91.0	53.0	-1.885127734974643	1.2825756614722377e-21	1.6403673475231822e-21
NF041079.1	162.0	33.0	-0.8472931671443777	0.00006790683552774756	0.00007566246348974793
TIGR01297.1	352.0	349.0	-2.4440413182425225	1.7050016770128495e-185	2.3450760770717716e-184
TIGR03757.1	196.0	47.0	-1.0040401382968858	5.2447901995902064e-8	6.08627797711782e-8
TIGR01511.1	470.0	614.0	-2.7528849019137955	0.0	0.0
NF009201.0	38.0	63.0	-2.915053809403533	1.3319915619948623e-42	2.3428530828379234e-42
NF006940.0	42.0	62.0	-2.8015016004573043	2.9924063406971974e-40	5.113297189093582e-40
NF004016.0	48.0	71.0	-2.805468940423624	6.5587682233482855e-46	1.2174350750861087e-45
NF010402.0	96.0	127.0	-2.7044280520133155	1.7160703258938221e-77	6.6966651322089155e-77
NF038403.1	192.0	22.0	-0.28579686079779887	0.2619935557850671	0.2683914448152275
TIGR01096.1	32.0	71.0	-3.2009467895198322	2.101584697989949e-52	4.714517544421303e-52
TIGR02422.1	53.0	97.0	-3.019794975613984	5.436015653659338e-67	1.6829583518155662e-66
NF033538.1	347.0	118.0	-1.3501523387706726	1.0026087049801003e-28	1.4305930331263675e-28
TIGR03363.1	49.0	77.0	-2.866045114962068	8.99847703204518e-51	1.8874305574714765e-50
TIGR01525.1	606.0	755.0	-2.723178564224295	0.0	0.0
TIGR03033.1	104.0	34.0	-1.3168283068311095	5.119719834156773e-9	6.024466957724449e-9
NF004225.0	434.0	247.0	-1.8766608565335645	1.0842079485524627e-93	5.831092748945617e-93
TIGR02742.1	424.0	237.0	-1.8575961177103986	9.727922160365988e-89	4.5342926069705915e-88
TIGR01186.1	148.0	325.0	-3.2346700072009074	4.953091080761404e-235	9.894389087520995e-234
TIGR03453.1	1124.0	683.0	-1.9905343759926313	1.2026264999252832e-273	3.153136354491602e-272
TIGR02348.1	107.0	186.0	-2.9833991526848926	4.5465411764955877e-125	3.973487549041456e-124
TIGR04474.1	337.0	40.0	-0.3041422687892605	0.09111962185967094	0.09449859424012846
TIGR02385.1	493.0	314.0	-1.9965421587213124	7.554390971920811e-129	6.815197876818882e-128
NF010422.0	60.0	87.0	-2.788952723998181	1.684119169895721e-55	4.119463508870291e-55
TIGR01181.1	72.0	115.0	-2.888992408269402	1.513665127247409e-75	5.570022112984983e-75
NF011980.0	61.0	88.0	-2.784105908918737	5.178440071921674e-56	1.2741088622704645e-55
NF033832.1	93.0	9.0	-0.1717722236588223	0.7205944471761307	0.727192525279099
TIGR01733.1	219.0	334.0	-2.872605734733463	6.0459009478429135e-214	1.102719759834827e-212
NF009464.0	55.0	74.0	-2.713059497699254	4.432556970678121e-46	8.319721025500992e-46
TIGR01015.1	41.0	61.0	-2.8089179262334483	9.692201898924957e-40	1.6328830106823373e-39
NF005589.0	59.0	112.0	-3.0586672778861015	4.76639255280699e-78	1.886322335757106e-77
NF010396.0	786.0	555.0	-2.1272856666087003	9.366234208137392e-245	1.916651341616408e-243
NF003829.0	56.0	45.0	-2.202904474955208	1.3930347758010456e-22	1.7980864259955033e-22
NF005394.0	150.0	69.0	-1.6504946239539926	3.872104571314397e-23	5.0602737310479424e-23
NF038325.1	100.0	20.0	-0.8431593852750964	0.0022585429759385874	0.002410836586275413
NF010474.0	220.0	5.0	1.195817670556842	0.00023471742373121375	0.0002591156822506425
TIGR00879.1	107.0	62.0	-1.8798799285376158	6.176574201375215e-25	8.30472076114392e-25
TIGR00765.1	145.0	131.0	-2.3262759128398764	5.951397144253466e-67	1.8357434573634772e-66
TIGR00552.1	52.0	55.0	-2.4736543803073543	2.763536330240161e-31	4.1110052855877575e-31
NF033592.1	140.0	394.0	-3.4908608318150893	4.731764288141281e-305	1.4178393706251911e-303
NF040493.1	125.0	135.0	-2.504172791477682	2.538445879814371e-75	9.179983160190765e-75
NF009560.0	72.0	185.0	-3.369959088591155	5.738778117123319e-140	5.801005831646343e-139
NF007866.0	16.0	102.0	-4.226334573612107	7.217799055791172e-93	3.761325098017884e-92
TIGR03752.1	306.0	61.0	-0.81685424622147	1.60934128389789e-7	1.8547216170196835e-7
NF033827.1	55.0	48.0	-2.2841646635578274	4.670765973948194e-25	6.290164770694278e-25
TIGR00791.1	72.0	70.0	-2.3924663527008905	7.493060958174431e-38	1.2278668249820991e-37
TIGR02759.1	120.0	104.0	-2.282139422759775	2.6975354087601483e-52	6.035285887866039e-52
TIGR02769.1	342.0	549.0	-2.9510610376016095	0.0	0.0
NF033794.2	44.0	99.0	-3.2226634131611336	8.553202720303248e-73	2.9410397878419774e-72
NF001454.0	60.0	88.0	-2.800376987800562	2.305581747935227e-56	5.757092519397784e-56
TIGR02788.1	2605.0	446.0	-0.6768393221860234	7.109045295749208e-33	1.0824843925832278e-32
NF040810.1	54.0	74.0	-2.731088497026578	2.0551149290126993e-46	3.918730512367397e-46
NF040486.1	96.0	7.0	0.08306583253549372	0.721125364758296	0.727192525279099
TIGR03433.1	185.0	2.0	1.7165298605838517	0.00002656226464604736	0.000029674753712428405
NF004127.0	49.0	55.0	-2.5319545938938024	3.953730329809813e-32	5.934131926136732e-32
TIGR01497.1	64.0	103.0	-2.8944488115345615	5.370524428349687e-68	1.6875917585713062e-67
TIGR02820.1	56.0	45.0	-2.202904474955208	1.3930347758010456e-22	1.7980864259955033e-22
TIGR01630.1	362.0	10.0	1.0868825154394246	0.00001651851321080713	0.000018503381286872076
NF040584.1	209.0	34.0	-0.6225295021752386	0.002197122386941932	0.0023482620161073644
NF033216.1	171.0	30.0	-0.7007056476377239	0.0017467349371650042	0.0018764540490159266
NF010293.0	63.0	57.0	-2.320286885826362	5.102423968366146e-30	7.458072664563062e-30
NF040586.1	75.0	32.0	-1.581281040922897	6.940841590854717e-11	8.307226953961637e-11
TIGR01409.1	570.0	628.0	-2.583630186537062	0.0	0.0
NF006043.0	31.0	78.0	-3.325381854382703	1.9152848177660502e-59	5.101345911446717e-59
TIGR03299.1	331.0	43.0	-0.3931094424641658	0.029345377048462955	0.030853096921880225
NF003617.0	60.0	62.0	-2.4516399017364856	1.0738861697716233e-34	1.6778221535165586e-34
TIGR03758.1	364.0	56.0	-0.5584574060011701	0.0003430402342580281	0.000375732058149459
NF011055.0	36.0	89.0	-3.3118818005964465	2.6021651858317905e-67	8.085987373751379e-67
TIGR01433.1	56.0	102.0	-3.0160824583637265	2.929379146495739e-70	9.638231780038921e-70
NF041326.1	205.0	12.0	0.35131197754202265	0.17281485633984522	0.17878133719991388
NF004850.0	51.0	65.0	-2.658257062827359	8.709930089949114e-40	1.470348359248955e-39
TIGR00692.1	91.0	57.0	-1.9570827330498308	2.7551323208757563e-24	3.6345220396458484e-24
TIGR02122.1	44.0	79.0	-2.9970245888584657	1.7277087066888865e-54	4.094767245514056e-54
NF038281.1	4.0	161.0	-5.910515082834312	1.0068135750408116e-168	1.2607710290436432e-167
TIGR00738.1	173.0	185.0	-2.500269844658654	2.8854149151214813e-102	1.8479871097610096e-101
TIGR03359.1	150.0	164.0	-2.5198431763263867	9.719996969879616e-92	4.769051144870759e-91
TIGR01746.1	31.0	72.0	-3.2456463912131843	8.282199944228404e-54	1.93558934629739e-53
TIGR02847.1	52.0	106.0	-3.1274839613587955	1.321212098795338e-75	4.904853764996852e-75
TIGR03756.1	335.0	59.0	-0.6932312787869548	8.079506077124414e-6	9.123426108623665e-6
TIGR02401.1	66.0	90.0	-2.728967383683651	5.148793817327918e-56	1.2741088622704645e-55
TIGR03741.1	373.0	114.0	-1.2431187902128862	1.3197899243987567e-24	1.760419310922984e-24
NF000592.1	116.0	198.0	-2.9669741661711933	3.057027112429449e-132	2.8498286081425644e-131
TIGR01413.1	104.0	95.0	-2.333405855039461	3.036313185851841e-49	6.07987294255297e-49
TIGR01846.1	105.0	61.0	-1.8824691558796744	1.3283777475270608e-24	1.769061793928895e-24
TIGR03977.1	124.0	35.0	-1.1705516144545087	6.685274337204988e-8	7.725819791893919e-8
NF006871.0	60.0	98.0	-2.9081086644666905	4.177720839661709e-65	1.2385539874474115e-64
TIGR04363.1	70.0	36.0	-1.7642919599518556	6.31636922561246e-14	7.725122128700953e-14
TIGR01734.1	28.0	123.0	-3.8803130146464975	3.3118553214610392e-105	2.2408440441175905e-104
TIGR02439.1	95.0	60.0	-1.9652832224372745	1.2768742612571256e-25	1.7391193266148189e-25
TIGR02593.1	86.0	161.0	-3.0531797339361835	4.043249955575853e-111	2.975690098884334e-110
TIGR00377.1	139.0	58.0	-1.5539273177847162	3.873242744536974e-18	4.8574748320874754e-18
TIGR00780.1	37.0	91.0	-3.307431736932454	1.071196697458852e-68	3.4434253991110228e-68
TIGR03025.1	92.0	85.0	-2.343647396150142	1.7606212735478328e-44	3.1973187197113244e-44
TIGR03749.1	346.0	60.0	-0.677549468671002	0.000010958790804660275	0.000012324967138217118
TIGR02937.1	3413.0	1250.0	-1.5378825869154416	0.0	0.0
NF002331.0	337.0	2.0	2.315518125827508	2.409038337406631e-10	2.862865672923744e-10
NF008909.0	96.0	82.0	-2.265612398825732	3.0857837082708173e-41	5.338087693276734e-41
NF033540.1	151.0	168.0	-2.537689322736582	1.0488792059558495e-94	5.827878501966608e-94
NF033580.1	219.0	525.0	-3.3487209656171992	0.0	0.0
NF006045.0	40.0	68.0	-2.940867507502049	2.9316444820009906e-46	5.552256705189235e-46
TIGR01256.1	82.0	67.0	-2.2204334967562955	3.5781414656957415e-33	5.4682344075022355e-33
TIGR00348.1	441.0	81.0	-0.7329722066319597	3.658943628759343e-8	4.2518749370208986e-8
TIGR00231.1	233.0	103.0	-1.6116801773998906	1.2610013425893597e-32	1.9097114195531998e-32
NF009587.0	38.0	67.0	-2.9761754215691134	3.680422406662304e-46	6.939043593684659e-46
TIGR01729.1	17.0	84.0	-3.9748389801345603	9.342443381524231e-74	3.2389710731813347e-73
NF010406.0	178.0	125.0	-2.074864305257998	2.3091208536142025e-55	5.6155141918327996e-55
TIGR00711.1	525.0	408.0	-2.206729996512091	4.1417939948252125e-190	5.889771460437887e-189
NF041926.1	138.0	27.0	-0.8119354488967754	0.0005426409202260893	0.0005889724865067127
TIGR01484.1	159.0	182.0	-2.5676641762240466	7.81901824995468e-104	5.165477410796832e-103
NF010453.0	447.0	53.0	-0.2981999894267482	0.05990287151611476	0.062355470473970574
TIGR00720.1	58.0	55.0	-2.366345925958625	1.0448959375912697e-29	1.5167261101022063e-29
NF004784.0	109.0	212.0	-3.0985058909645726	8.3322537038811e-148	8.962513919943903e-147
TIGR01404.2	116.0	36.0	-1.2643012273258747	5.7425201781225375e-9	6.747863346561357e-9
TIGR02768.1	1384.0	374.0	-1.1377718977634521	6.407798567950792e-66	1.9692831496376244e-65
TIGR00364.1	86.0	57.0	-2.0130168720241426	3.5200991785951375e-25	4.755818374945765e-25
TIGR02374.1	40.0	79.0	-3.0901564929022642	3.613235526513232e-56	8.968948540664502e-56
NF041925.1	149.0	27.0	-0.7356533422933665	0.0014610026959038058	0.0015775820616001197
TIGR00781.1	36.0	89.0	-3.3118818005964465	2.6021651858317905e-67	8.085987373751379e-67
TIGR03217.1	82.0	100.0	-2.6201585521289568	2.752544355959049e-59	7.216827233280132e-59
TIGR04022.1	38.0	105.0	-3.424845876072899	1.789605747816123e-81	7.507396112088637e-81
TIGR00832.1	175.0	241.0	-2.7591176761952014	2.0071481788336212e-148	2.1870095091446862e-147
NF004384.0	89.0	21.0	-1.005233092285834	0.00030728878250042623	0.00033745456612285026
TIGR02747.1	243.0	199.0	-2.2357332230731264	9.633463939443312e-96	5.388317496795293e-95
TIGR00217.1	55.0	74.0	-2.713059497699254	4.432556970678121e-46	8.319721025500992e-46
NF041496.1	2220.0	342.0	-0.562729677865876	6.715714721319759e-19	8.460187163944862e-19
TIGR01701.1	102.0	149.0	-2.805714462921696	2.651799421585374e-94	1.45415667628113e-93
NF010464.0	938.0	90.0	-0.07918922203432645	0.5299513906277082	0.5382920299475148
TIGR02823.1	62.0	83.0	-2.7096521044623603	2.132552199928103e-51	4.58772127112738e-51
NF041551.1	267.0	68.0	-1.0609889972990634	3.7784186666058435e-12	4.567857725190638e-12
NF040570.1	232.0	424.0	-3.0646863015951693	7.170070702039548e-290	1.9405449416165102e-288
TIGR03736.1	348.0	127.0	-1.4213074153099328	3.3419299961778884e-33	5.116568005097169e-33
NF002999.0	81.0	57.0	-2.0722592916132134	4.009393089917926e-26	5.532698688225559e-26
TIGR00915.1	298.0	293.0	-2.4290981559791085	4.7437092555100905e-155	5.3066294204972884e-154
TIGR02544.1	178.0	78.0	-1.6021554999049556	6.67596066935302e-25	8.961809602539496e-25
TIGR01536.1	95.0	140.0	-2.8131634536631958	5.5385080728665974e-89	2.610566445581503e-88
NF033587.1	416.0	635.0	-2.9116450142031325	0.0	0.0
NF010463.0	157.0	33.0	-0.8785032580708112	0.00004790643853114522	0.000053448805754828237
TIGR03930.1	91.0	98.0	-2.4968636902291754	5.243200953119378e-55	1.2604715185292716e-54
TIGR00831.1	64.0	56.0	-2.287256374190664	5.122628255610875e-29	7.334274925695434e-29
TIGR00080.1	54.0	71.0	-2.6898933216518115	7.20417162041049e-44	1.2915170917787182e-43
TIGR00681.1	61.0	92.0	-2.8285680660638843	1.7841130383930516e-59	4.7671045834769755e-59
TIGR02866.1	108.0	88.0	-2.219389910809848	5.131108309984565e-43	9.120762440841207e-43
NF010452.0	174.0	32.0	-0.7461487971423515	0.0005006780561710178	0.0005448364320719635
NF041200.1	143.0	23.0	-0.6218967726480307	0.014967033168150443	0.015815290715463757
NF033611.0	267.0	59.0	-0.9201076084924179	1.165976613853573e-8	1.3662770656747873e-8
TIGR00167.1	35.0	109.0	-3.5424615879498935	5.471982601372512e-87	2.5225238475557897e-86
NF010256.0	74.0	53.0	-2.0896102404052797	1.1754263540077385e-24	1.5703546353702112e-24
TIGR00630.1	59.0	82.0	-2.746373131464685	1.496056689321824e-51	3.243389049976771e-51
NF006049.0	82.0	100.0	-2.6201585521289568	2.752544355959049e-59	7.216827233280132e-59
TIGR02425.1	37.0	97.0	-3.3713599535254755	2.2550650573131816e-74	7.949578080192267e-74
TIGR03083.1	116.0	60.0	-1.7672305995449504	2.7773628328678563e-22	3.563008282532311e-22
TIGR01968.1	86.0	76.0	-2.2987402082082	4.974743836730209e-39	8.297833159078819e-39
TIGR03347.1	148.0	138.0	-2.358454612814244	1.2777029199065213e-71	4.305191766271371e-71
TIGR00497.1	167.0	46.0	-1.1424211195215845	1.2397689754654155e-9	1.46296226500068e-9
TIGR03221.1	85.0	56.0	-2.0070726377643906	1.1327301856040237e-24	1.5157266757923062e-24
TIGR01573.1	91.0	45.0	-1.723794150809516	1.5476394041466896e-16	1.920812810767859e-16
TIGR01493.1	180.0	199.0	-2.5350942496315594	1.2035539579934566e-111	8.93612186510186e-111
TIGR01263.1	67.0	59.0	-2.2937695866448577	1.3695382045494642e-30	2.019406948360282e-30
TIGR01891.1	294.0	360.0	-2.656540223214958	4.0561692152515795e-211	6.945155044073623e-210
TIGR02293.1	422.0	184.0	-1.6036949376600478	2.0882052984553534e-56	5.229863419116542e-56
NF003811.1	50.0	65.0	-2.6776855916707025	4.163863986804852e-40	7.057539161473274e-40
TIGR03358.1	107.0	149.0	-2.7582583069295508	1.4456396529643348e-92	7.395680907543152e-92
TIGR00492.1	42.0	102.0	-3.2980804523599585	1.4372443148090097e-76	5.456325701921987e-76
TIGR03760.1	336.0	60.0	-0.7069020946201522	5.292007722762186e-6	5.991895383802259e-6
TIGR01726.1	541.0	789.0	-2.88580340710243	0.0	0.0
TIGR03744.1	320.0	60.0	-0.7557210630272942	1.2519822102375266e-6	1.4271916771593543e-6
TIGR02152.1	89.0	76.0	-2.264806510637565	2.504240600383779e-38	4.1197213014156677e-38
TIGR01832.1	29.0	79.0	-3.402644150445047	1.993364286750081e-61	5.501423146655651e-61
NF033537.1	437.0	73.0	-0.6384558342990447	4.803808300617742e-6	5.446479951646332e-6
TIGR00893.1	48.0	54.0	-2.5340252466632895	1.3246669520267753e-31	1.9810972776300615e-31
NF033578.1	43.0	67.0	-2.8554958372044634	3.078080375014352e-44	5.577774156883458e-44
NF004283.0	108.0	130.0	-2.6112053556669186	3.3081116653965744e-76	1.2390650389588063e-75
TIGR03707.1	60.0	112.0	-3.042127396648126	1.2564119335904711e-77	4.925839309730866e-77
TIGR01923.1	26.0	100.0	-3.7437506372028095	1.277499881191588e-83	5.6116356037682835e-83
TIGR00556.1	60.0	65.0	-2.4985324625963243	4.239924915741544e-37	6.801715113398003e-37
TIGR00099.1	52.0	56.0	-2.491477941133465	4.350292932401915e-32	6.517671018366441e-32
NF003976.0	30.0	77.0	-3.34427716473206	5.249886715270975e-59	1.3679052652522821e-58
TIGR02783.1	3600.0	367.0	-0.1372594795423301	0.018222770213989634	0.019231326049732458
TIGR03408.1	37.0	81.0	-3.191115183673668	2.3710445007846963e-59	6.275414309647824e-59
NF033581.1	275.0	230.0	-2.2601845951815474	7.982585987053883e-112	5.9798121813734e-111
TIGR02520.1	269.0	59.0	-0.9126505410667523	1.3430454073815301e-8	1.571569172654259e-8
TIGR00826.1	100.0	77.0	-2.162405340363537	1.2036198655229942e-36	1.919842333030023e-36
TIGR03232.1	61.0	76.0	-2.6377798480213586	7.872469666425314e-46	1.454846266548643e-45
TIGR00369.1	239.0	204.0	-2.2776326580623643	2.0367949020115899e-100	1.229403541573902e-99
TIGR00641.1	64.0	80.0	-2.641637031324096	3.147143499234454e-48	6.198247408116683e-48
NF008398.0	67.0	38.0	-1.8603867879623888	1.1860153012211511e-15	1.4654887153527921e-15
TIGR02391.1	226.0	34.0	-0.5444993436759027	0.006541710576168008	0.006942728365010872
TIGR00674.1	58.0	74.0	-2.6608422083668883	4.185307264211938e-45	7.650267526522476e-45
TIGR02713.1	27.0	77.0	-3.446090363440147	1.3810822868383428e-60	3.774358432108696e-60
TIGR02547.1	33.0	100.0	-3.5131549626135685	2.0674909521134257e-79	8.299640712072557e-79
TIGR00170.1	46.0	66.0	-2.7745673966966637	2.6841708056148312e-42	4.701501682486103e-42
TIGR02821.1	81.0	87.0	-2.4928842838738228	6.0712285692654305e-49	1.2099194227110918e-48
NF010405.0	102.0	126.0	-2.636376867533629	9.882209503195462e-75	3.5132092259241495e-74
TIGR03566.1	40.0	105.0	-3.3748146374915238	2.0252748173648554e-80	8.411908771134225e-80
NF033679.1	89.0	64.0	-2.093896302064035	1.60219728700302e-29	2.3216641170907318e-29
NF002469.0	210.0	12.0	0.37534932258148673	0.1417525033516031	0.14682759297777162
TIGR01350.1	59.0	127.0	-3.1851896544751566	8.379318820085706e-92	4.1599103491431403e-91
TIGR00203.1	46.0	153.0	-3.617714917187945	1.985620260436392e-123	1.6494409886199334e-122
TIGR00758.1	34.0	86.0	-3.333196437577809	1.7403289946815263e-65	5.214771523349288e-65
NF033522.2	157.0	29.0	-0.7528456491272025	0.0007543015703821484	0.0008165922807104806
TIGR00914.1	500.0	285.0	-1.882090048976589	4.004980996080031e-108	2.8236798787488616e-107
TIGR01187.1	152.0	241.0	-2.8994145081310427	1.2468942976170108e-156	1.4529782162509335e-155
TIGR01524.1	73.0	56.0	-2.1574830478322315	5.097570025776506e-27	7.128102086044148e-27
NF010462.0	151.0	39.0	-1.080544818919062	9.095217193167043e-8	1.049640608674986e-7
TIGR01656.1	57.0	59.0	-2.4529398331144763	4.068510113059341e-33	6.206327245194158e-33
TIGR02227.1	288.0	150.0	-1.7787549962915785	1.1694376206129574e-53	2.717889650122635e-53
NF003814.0	47.0	157.0	-3.622797300936045	9.527523199233915e-127	8.414307330691846e-126
TIGR00148.1	65.0	103.0	-2.8791707400032864	1.2763519012096953e-67	3.995743451921397e-67
TIGR00016.1	81.0	105.0	-2.681234132488208	8.70619984579756e-64	2.5451225333185204e-63
TIGR00655.1	73.0	124.0	-2.9512274813603687	3.936675507427592e-83	1.7113319951977978e-82
TIGR04359.1	106.0	25.0	-0.9995758034816072	0.0000745184018049243	0.00008291901739301259
TIGR03780.1	210.0	28.0	-0.42897328396674655	0.057360285808440076	0.05985731317572292
NF037982.1	126.0	148.0	-2.5891822056301574	1.2004916465799194e-85	5.444391845840824e-85
TIGR01068.1	131.0	67.0	-1.755943261991748	1.728465611580897e-24	2.2945927976524884e-24
TIGR01509.1	210.0	335.0	-2.9175833556692927	3.5407763129695237e-218	6.6015807257365125e-217
TIGR01225.1	59.0	91.0	-2.8504432989518036	2.4865951817888587e-59	6.560545149436642e-59
NF033577.2	177.0	134.0	-2.1505997541824	5.1093554678648565e-62	1.4194533899134486e-61
TIGR01098.1	50.0	75.0	-2.820007598352755	1.1573358211277802e-48	2.3009591325265582e-48
TIGR02891.1	72.0	168.0	-3.271963605248937	6.731998280183228e-124	5.648146557073728e-123
TIGR01764.1	4888.0	451.0	-0.03304672471735815	0.538673251635877	0.5464895503295052
TIGR03249.1	34.0	79.0	-3.248442336896555	6.610910411200191e-59	1.7118993317891852e-58
TIGR04406.1	75.0	84.0	-2.5338746546051554	3.226586733806091e-48	6.339827329422272e-48
NF003808.0	103.0	60.0	-1.8851542776435162	2.8562906438609618e-24	3.762053140030372e-24
TIGR00421.1	55.0	114.0	-3.1454971408732866	1.2817269435122144e-81	5.431156088922968e-81
NF004685.0	54.0	114.0	-3.1635261968108064	4.536319253562568e-82	1.94182237435663e-81
TIGR02740.1	222.0	89.0	-1.513620236860996	5.179205479742668e-26	7.123530159842784e-26
TIGR03349.1	100.0	152.0	-2.8455246783108374	1.2504033860653625e-97	7.285336395200273e-97
TIGR01882.1	30.0	76.0	-3.3312492129468323	4.635504918117843e-58	1.1857282397258752e-57
TIGR01613.1	141.0	89.0	-1.9658511419915514	3.1388505270298783e-37	5.083968324668085e-37
TIGR01552.1	1059.0	631.0	-1.9647068032090038	7.542317900970583e-249	1.5820011797285797e-247
TIGR02365.1	25.0	105.0	-3.830445270162026	3.013564031780513e-89	1.4365796719680967e-88
NF033572.1	93.0	66.0	-2.0809220483340853	3.722315436680339e-30	5.459829810095812e-30
TIGR01414.1	230.0	230.0	-2.438661913966694	7.472440851113372e-123	6.1464488961609e-122
TIGR01822.1	146.0	68.0	-1.6628724013565905	4.633651957280456e-23	6.036698745587426e-23
TIGR03718.1	40.0	62.0	-2.8491502787338123	5.687161288198095e-41	9.797799426690353e-41
TIGR03026.1	137.0	264.0	-3.0964885961041704	2.223912360343373e-183	3.0094555973033707e-182
NF008277.0	44.0	66.0	-2.8180732654129663	5.284392459120037e-43	9.373372670616726e-43
TIGR03751.1	340.0	59.0	-0.678404576934204	0.000013902912253997134	0.000015615185249134665
TIGR00035.1	120.0	103.0	-2.272444962223085	1.5410456995099975e-51	3.332312736827031e-51
TIGR02601.1	136.0	122.0	-2.3182529508457224	3.21387307246217e-62	9.018192333765086e-62
TIGR02053.1	64.0	136.0	-3.17417444214954	7.674591312569648e-98	4.5344944445393906e-97
TIGR00614.1	90.0	39.0	-1.59422990167798	4.1697749216952853e-13	5.077563366186276e-13
TIGR02607.1	606.0	132.0	-0.9039346691108622	2.7066630761455805e-17	3.374279823010612e-17
NF041497.1	160.0	134.0	-2.25116437954097	1.034834850970288e-65	3.168709634905371e-65
NF007621.2	408.0	230.0	-1.865403226992117	1.083433208918286e-86	4.967215640887661e-86
TIGR03860.1	277.0	342.0	-2.6626075324502363	3.0391653082690394e-201	4.999724889485733e-200
NF033894.1	914.0	202.0	-0.921796345482777	2.5242144086254592e-26	3.488988284739308e-26
TIGR00700.1	86.0	76.0	-2.2987402082082	4.974743836730209e-39	8.297833159078819e-39
NF002550.0	90.0	91.0	-2.433598367458435	1.096012250399435e-49	2.2265236757509107e-49
TIGR01728.1	136.0	133.0	-2.4052882997313993	9.218679137895245e-71	3.0571034769541934e-70
TIGR02089.1	94.0	182.0	-3.0896655014048093	7.754777128023424e-127	6.921551074906013e-126
TIGR02431.1	69.0	144.0	-3.1577715841277123	5.816264874978759e-103	3.753727869313214e-102
NF038220.1	245.0	50.0	-0.8423690935400437	1.0908226350721541e-6	1.2485677910307468e-6
NF004829.0	73.0	44.0	-1.9196079883157864	1.251150288255892e-18	1.5737857448975913e-18
TIGR02762.1	455.0	264.0	-1.8977526517163537	1.629624717500145e-101	1.0127815836908308e-100
TIGR01060.1	82.0	58.0	-2.077345720170831	1.2307657865033692e-26	1.712458532133212e-26
TIGR02770.1	348.0	554.0	-2.943366845933558	0.0	0.0
TIGR02612.1	121.0	25.0	-0.8682197623047205	0.0004121186413198692	0.0004496326918951499
TIGR02842.1	40.0	98.0	-3.3056202210426595	8.51841520977018e-74	2.965539568878499e-73
TIGR02017.1	30.0	84.0	-3.4310920302426533	1.1358118073284767e-65	3.45270328387171e-65
NF002586.0	112.0	68.0	-1.926286562503904	4.4182319618872784e-28	6.240566693642132e-28
TIGR00202.1	197.0	12.0	0.3116142548803464	0.2545089754636889	0.2610428244670354
NF002958.0	41.0	87.0	-3.1623559485298864	4.605137987299294e-63	1.3097324648624093e-62
TIGR03734.1	152.0	111.0	-2.1125587581233316	1.5762641727689552e-50	3.257353795451117e-50
NF033546.1	806.0	647.0	-2.2673821756466377	3.34405315456828e-309	1.0391335543269577e-307
TIGR02532.1	430.0	79.0	-0.7333539823297288	6.06096323679878e-8	7.013997456102313e-8
NF033516.0	925.0	1001.0	-2.6131332341859386	0.0	0.0
NF003417.0	52.0	172.0	-3.61624210773911	1.8760325020634837e-138	1.8737991300372175e-137
NF006942.0	56.0	54.0	-2.382710657314021	1.9583639575721154e-29	2.8279988991445865e-29
NF009093.0	71.0	91.0	-2.667994650055819	3.188477390155196e-55	7.68716244350635e-55
TIGR01026.1	171.0	99.0	-1.8804656801911381	7.454483189541841e-39	1.236029920163163e-38
NF008352.0	91.0	152.0	-2.938953455864871	5.1700668370801595e-101	3.166194216284857e-100
TIGR02428.1	209.0	182.0	-2.295184339107956	1.0762788396388114e-90	5.219641308999785e-90
NF041117.1	141.0	17.0	-0.3474830177858732	0.2447152711637906	0.2513049112685683
NF040974.1	1218.0	671.0	-1.8899138853015156	3.9747231455811504e-250	8.775770313533118e-249
TIGR00632.1	590.0	57.0	-0.0915424371850015	0.5657259619264566	0.573241644995528
NF008453.0	334.0	495.0	-2.864267815341128	1.6507772035e-314	5.540008295e-313
NF006129.0	43.0	68.0	-2.870218931918097	4.0981167766214984e-45	7.507248854990038e-45
TIGR00782.1	37.0	87.0	-3.2624808353517603	6.114988551585256e-65	1.8065054206971937e-64
NF041728.1	104.0	13.0	-0.39794950953399444	0.23872192496925565	0.2457517730665098
TIGR00357.1	89.0	54.0	-1.925601250485342	1.3016365340831208e-22	1.6879027080305074e-22
TIGR02683.1	210.0	80.0	-1.462582750147368	1.9856425099483252e-22	2.555144272770928e-22
NF041116.1	145.0	22.0	-0.5653984640460961	0.03266302950693242	0.034298224976616144
TIGR01189.1	390.0	521.0	-2.7635953856064224	6.288537e-318	2.1983676e-316
TIGR01387.1	84.0	140.0	-2.9349784816913798	4.558879586872344e-93	2.3905624833661853e-92
TIGR01722.1	115.0	130.0	-2.5488874632804808	4.0479413816147054e-74	1.4150928413228074e-73
TIGR01167.1	89.0	234.0	-3.4004821978917636	6.528984628966142e-178	8.559090787035302e-177
TIGR02595.1	282.0	23.0	0.05527273191525307	0.7541740810400901	0.755976169644726
TIGR03071.1	570.0	216.0	-1.4656333604871563	1.1289518850225057e-57	2.8789988800421955e-57
TIGR02430.1	123.0	166.0	-2.729435071268535	1.0494424345462519e-101	6.570762705853025e-101
TIGR03409.1	41.0	86.0	-3.150802531371921	3.8446622289899052e-62	1.0752238700408437e-61
NF010467.0	97.0	26.0	-1.1253987310020694	6.737167929587218e-6	7.617902820651854e-6
TIGR00433.2	63.0	48.0	-2.1505489959526716	2.733675706816583e-23	3.57808723559924e-23
