Query_name,Agricultural land,Grasslands,Other,Peat,Rhizosphere,Temperate forest,Tropical forest
PF00004,-0.01503199938208246,-0.04472205317403835,0.029814415315807672,0.013570161577956543,0.004417127108824635,-0.03421878557771154,0.001002067770696455
PF00005,0.09246724434309171,-0.2938072609465291,0.35401999172544407,-0.1996010516534703,0.19033065393585583,-0.2927506527237383,-0.1317615608699831
PF00006,-0.004216338660000378,-0.005731346982495296,-0.0017450588665922204,0.0004695435478325588,0.009937935447734423,-0.003745839140459219,-0.00464729611658914
PF00009,-0.00483560214106288,0.0007443857717851614,0.0015861643425218756,-0.006658519798772668,0.004867090628758632,-0.008683858329693948,0.008097411228684032
PF00011,-0.0040988245339911265,-0.002071232498326101,0.00847470429028992,-0.01221487783615229,0.012196338650530733,-0.009027082695566232,-0.002601611735641777
PF00012,0.0015894758605232281,-0.005087682913847454,-0.0009601917458117553,0.0032076572145676866,-0.002323942211097232,-0.003880573069277566,0.0053165213956636115
PF00015,-0.023576318368750272,-0.05665953560327424,0.0035946609021504446,-0.026023491878050503,0.0682187456187854,-0.02999495936459324,-0.002413324901174598
PF00023,-0.019562650142494482,0.01685416793478667,-0.005415547680754286,0.004825082337836135,-0.0013614193085547377,0.0027630361933608356,0.00277563753069619
PF00027,-0.01872385706125672,0.006464111018909602,0.018867284115385158,-0.0057583455665913075,0.0003618698746321614,-0.0005833954654250707,-0.007163749530482374
PF00034,-0.019385422873681717,-0.015102106607459965,0.026536626383676057,-0.012899366127414187,0.0229653090304881,-0.018681212687701614,-0.015032222620821992
PF00037,-0.00807154727711086,-0.01879721830758552,0.00929294395999603,-0.004538362327238636,-0.0005754639994131329,-0.015648389739710857,0.02339048679278283
PF00041,0.007221392877691023,-0.0021410338470324976,0.0008898079660105061,0.0034753040579980654,-0.002112393863053298,-0.0004501562726004888,-0.005497552986555054
PF00043,-0.005530478262240567,-0.013710725295283981,0.005082141993634178,-0.008087693790024341,0.015554644387146606,-0.006524148887229821,-0.002518940671581355
PF00067,0.0016186100997645152,-0.0071054956894904585,0.010629963101070034,-0.0046537410511136934,0.0002061243773186765,-0.010149641624248038,0.003288949073232013
PF00069,-0.0011106144717143891,0.008948830654981275,0.01920917548624712,0.005449614962283557,-0.014162823252080061,0.006201462084025361,-0.017957004977666377
PF00070,-0.0004230229351451262,-0.036471525674749754,0.0497956498027567,-0.026694059447004263,0.029083493374159393,-0.03800190936386872,-0.020235648841844405
PF00072,0.03737089752526322,-0.13963990404885318,0.1271692579673487,-0.09704296987993273,0.1377112414414241,-0.11826224241863074,-0.09194680989187211
PF00075,-0.0015793033655051411,-0.008432815080330036,0.0009430723963964647,0.011735992224400731,-0.0013208982834992198,-0.002607442043899971,-0.006328752159700818
PF00078,0.010197408272389833,-0.03982395873986871,-0.0007083607251325131,0.03392647331414806,-0.007972422537576448,-0.02562835331186425,0.004593150356884425
PF00082,0.008241848297891787,-0.00486282649891309,0.0009820128018582905,0.00384822408142293,-0.0020498222617204706,-0.004538588259569835,-0.0023357931485118023
PF00083,-0.021549271640850146,-0.04286349312347797,0.029739976967444036,-0.012341114260771962,0.026043227640341733,-0.02187115931526511,-0.0033895360611253893
PF00085,0.008634814260725963,0.006571469831535058,0.011113540669455847,-0.007274169670909357,0.00213679866278113,-0.011244779387673664,-0.00917617718504331
PF00089,0.0014611845322637072,-0.0058094062536495124,0.006158664188479565,0.003832817245073344,-0.001550099524689794,-0.004722827937401084,-0.004156698169876708
PF00092,0.001216299745035321,-0.008133298531792715,0.007290961908322279,-0.0027357849443901223,0.0004013390958707033,-0.009135701068746059,0.004731682954551944
PF00106,-0.03150983515749252,0.09455376107332453,0.11147867785968886,-0.17048357072449216,0.2117363438225758,-0.21843092247130688,-0.12080096339886827
PF00107,-0.019089434398069188,-0.007534106978760427,0.03900669579289205,-0.05936313153376201,0.06039820779055309,-0.07590221861323283,0.008334918892499538
PF00108,0.010075518359757823,0.02589573990543599,0.012558073434896441,-0.02037136536537413,0.023236656353215097,-0.04340086808374749,-0.016586224438007727
PF00109,0.002828709626224521,-0.014659047323305082,0.01843506435657812,-0.0092977857776165,0.000963174034511342,-0.010722419980305814,0.0030607029533717433
PF00111,0.01028451966878145,-0.01892300226855497,0.02753058076904078,-0.025609376261880756,0.026200108707341782,-0.02688932535149757,-0.016022128146146935
PF00115,-0.011404087276944074,-0.006024546508563435,0.015598616420144883,-0.003657426681669846,0.009586541586320281,-0.009110252171526941,-0.011077176481258198
PF00116,-0.0022042623620594946,-0.004722536756399757,0.005242011195018796,-0.0025661421767196033,0.004438501778370821,-0.0029062224088585117,-0.0033252353432860382
PF00117,-0.004300740936703841,-0.007612943899145851,0.005503430788845914,-0.008211540200771925,0.0035870117813700856,-0.006749205001775723,0.010839645243636885
PF00118,-3.1799821829108406e-05,0.0015196671568812768,0.0036506800207346023,-0.0025783148286244177,0.002094506993052408,-0.0022399519573325275,-0.0036048678205375215
PF00120,-7.42504681705293e-05,-0.004613511647598903,0.005841221088047539,-0.004113039091214069,0.0015986589761891733,-0.004389539443569501,0.0018325519401809019
PF00122,-0.008146514259357283,-0.03913959154086085,0.03436891568513807,-0.016626893061759303,0.011899320253865996,-0.05966497217975746,0.033092005809966435
PF00126,-0.14804153499939518,-0.21076183556220116,0.09483205718945308,-0.14442265510702515,0.3238072010110451,-0.19334070843250234,-0.05539417439620528
PF00127,-0.004535221716016288,-0.007183221631394112,0.010320684071084404,-0.0037421594917600724,0.003428833974817819,-0.0076159406556271115,-7.522927961924103e-05
PF00128,-0.006285337255848229,-0.007312389526450179,0.010676010616304075,-0.006340977089510262,0.0032731279230913376,-0.00746226387961523,0.004240147161001901
PF00132,-0.0036335596879559177,-0.012476450152179151,0.011247312288760174,-0.007881562120524745,0.00853326063596504,-0.010206376660100321,0.0009484316447507942
PF00135,-0.003208720014741635,-0.0018256538380004748,0.007304177935558435,-0.005403011592426324,0.00883110662221416,-0.007918938470231944,-0.00645871187251814
PF00142,0.003432811595828821,-0.013856214538300741,0.018215825350790645,-0.0024754327811378515,-0.002440723798852119,-0.00648111735486802,-0.004228653951912339
PF00144,0.027982079591774026,-0.026559990895235006,0.013565653963274965,-0.017831703284120693,0.009532441361371848,0.009294232890989722,-0.015916487815649073
PF00145,0.012082015210359289,-0.01633140712381806,0.004777696691514142,0.0017463488508716006,0.004921639378503896,0.002736198716181321,-0.01518069868058712
PF00149,-0.03062037219384373,-0.0063589604010775985,0.009937023939545373,0.01473135511955386,0.013961040749229556,-0.03291973453847789,-0.005504453651544631
PF00150,-0.002870803785734428,-0.004137412913828429,0.002006753769469551,-0.0034804186760359467,0.0006062027310284163,-0.0018210029749742983,0.006910479847613639
PF00155,-0.020369166629841153,-0.04818459831275244,0.03729458186312686,-0.036268201258939765,0.043256654864903,-0.0331263488857553,0.002860065601755438
PF00156,0.0010463595636776065,-0.003686607051751888,0.002117788690525829,-0.0015700181645965589,0.0033570841078726763,-0.0013482065899289308,-0.003066268364232909
PF00158,-0.0038970116670670844,-0.03339004536454598,0.015397219251664023,-0.013825791395440193,0.023328307316626853,-0.016313443533643442,-0.0013496333872118089
PF00165,-0.012950918120353967,-0.11484945147336287,0.058418112285892575,-0.07353338053632572,0.1040496494061542,-0.06114688204178358,-0.010333149294409412
PF00171,0.0018549095195842726,-0.04521776906732711,0.03417725883069761,-0.061681509133028764,0.08365869922074527,-0.09516670806694216,0.004934326097172843
PF00174,-0.0035215739821275473,0.0019580281281569825,0.003360311363420605,-0.002784539866281632,0.004336598746147641,0.0008342886756819582,-0.006494457498712395
PF00175,0.0020928709156939926,-0.003580922501574978,0.01147150027286127,-0.01684861439883938,0.014235649321183135,-0.02041223726400119,0.0014711648391092368
PF00176,-0.0018952406468862222,-0.016861243327601128,0.0074669472276781695,0.022610688372551178,-0.007230482582466546,-0.019636379525167714,-0.002168190213645764
PF00180,0.0016042328623645863,0.006253858201981958,-0.0015584570110457824,-0.003034038004012936,0.006016956858229062,-0.003932382315819199,-0.00551727630772348
PF00196,0.07108026339701883,-0.043396289025057634,0.028306348489716446,-0.09032843306223938,0.05728629034037806,-0.05936369661750229,0.01793813124308936
PF00198,-0.0019638918294382765,0.009087663435188445,0.0015933197627184387,-0.003630485782833224,0.004130533056996466,-0.004884334032611714,-0.00444760460394256
