	Agricultural land	Grasslands	Other	Peat	Rhizosphere	Temperate forest	Tropical forest	Unclassified
PTU-27753	1	0	0	0	0	0	0	0
PTU-27754	1	0	0	0	0	0	0	0
PTU-27755	1	0	0	0	0	0	0	0
PTU-27756	1	0	0	0	0	0	0	0
PTU-27757	1	0	0	0	0	0	0	0
PTU-27758	1	0	0	0	0	0	0	0
PTU-27759	1	0	0	0	0	0	0	0
PTU-27760	1	0	0	0	0	0	0	0
PTU-27761	1	0	0	0	0	0	0	0
PTU-27762	1	0	0	0	0	0	0	0
PTU-27763	1	0	0	0	0	0	0	0
PTU-27764	1	0	0	0	0	0	0	0
PTU-27765	1	0	0	0	0	0	0	0
PTU-27766	1	0	0	0	0	0	0	0
PTU-27767	1	0	0	0	0	0	0	0
PTU-27768	1	0	0	0	0	0	0	0
PTU-27769	1	0	0	0	0	0	0	0
PTU-27770	1	0	0	0	0	0	0	0
PTU-27771	1	0	0	0	0	0	0	0
PTU-27772	1	0	0	0	0	0	0	0
PTU-27773	1	0	0	0	0	0	0	0
PTU-27774	0	0	1	0	0	0	0	0
PTU-27775	0	0	1	0	0	0	0	0
PTU-27776	0	0	1	0	0	0	0	0
PTU-27777	0	0	1	0	0	0	0	0
PTU-27778	0	0	1	0	0	0	0	0
PTU-27779	0	0	1	0	0	0	0	0
PTU-27780	0	0	1	0	0	0	0	0
PTU-27781	0	0	1	0	0	0	0	0
PTU-27782	0	0	1	0	0	0	0	0
PTU-27783	1	0	0	0	0	0	0	0
PTU-27784	1	0	0	0	0	0	0	0
PTU-27785	1	0	0	0	0	0	0	0
PTU-27786	1	0	0	0	0	0	0	0
PTU-27787	1	0	0	0	0	0	0	0
PTU-27788	1	0	0	0	0	0	0	0
PTU-27789	1	0	0	0	0	0	0	0
PTU-27790	1	0	0	0	0	0	0	0
PTU-27791	1	0	0	0	0	0	0	0
PTU-27792	1	0	0	0	0	0	0	0
PTU-27793	1	0	0	0	0	0	0	0
PTU-27794	1	0	0	0	0	0	0	0
PTU-27795	1	0	0	0	0	0	0	0
PTU-27796	1	0	0	0	0	0	0	0
PTU-27797	1	0	0	0	0	0	0	0
PTU-27798	1	0	0	0	0	0	0	0
PTU-27799	1	0	0	0	0	0	0	0
PTU-27800	1	0	0	0	0	0	0	0
PTU-27801	1	0	0	0	0	0	0	0
PTU-27802	1	0	0	0	0	0	0	0
PTU-27803	1	0	0	0	0	0	0	0
PTU-27804	1	0	0	0	0	0	0	0
PTU-27805	1	0	0	0	0	0	0	0
PTU-27806	1	0	0	0	0	0	0	0
PTU-27807	0	0	0	0	1	0	0	0
PTU-27808	0	0	0	0	1	0	0	0
PTU-27809	0	0	0	0	1	0	0	0
PTU-27810	0	0	0	0	1	0	0	0
PTU-27811	0	0	0	0	1	0	0	0
PTU-27812	0	0	0	0	1	0	0	0
PTU-27813	0	0	0	0	1	0	0	0
PTU-27814	0	0	0	0	1	0	0	0
PTU-27815	1	0	0	0	0	0	0	0
PTU-27816	1	0	0	0	0	0	0	0
PTU-27817	1	0	0	0	0	0	0	0
PTU-27818	1	0	0	0	0	0	0	0
PTU-27819	1	0	0	0	0	0	0	0
PTU-27820	1	0	0	0	0	0	0	0
PTU-27821	1	0	0	0	0	0	0	0
PTU-27822	1	0	0	0	0	0	0	0
PTU-27823	1	0	0	0	0	0	0	0
PTU-27824	1	0	0	0	0	0	0	0
PTU-27825	0	0	0	0	1	0	0	0
PTU-27826	0	0	0	0	1	0	0	0
PTU-27827	1	0	0	0	0	0	0	0
PTU-27828	0	0	0	0	1	0	0	0
PTU-27829	1	0	0	0	0	0	0	0
PTU-27830	1	0	0	0	0	0	0	0
PTU-27831	1	0	0	0	0	0	0	0
PTU-27832	1	0	0	0	0	0	0	0
PTU-27833	1	0	0	0	0	0	0	0
PTU-27834	1	0	0	0	0	0	0	0
PTU-27835	1	0	0	0	0	0	0	0
PTU-27836	1	0	0	0	0	0	0	0
PTU-27837	0	0	0	0	0	1	0	0
PTU-27838	0	0	0	0	1	0	0	0
PTU-27839	0	0	0	0	1	0	0	0
PTU-27840	0	0	0	0	1	0	0	0
PTU-27841	0	0	0	0	1	0	0	0
PTU-27842	0	0	0	0	1	0	0	0
PTU-27843	0	0	0	0	1	0	0	0
PTU-27844	0	0	0	0	1	0	0	0
PTU-27845	0	0	0	0	1	0	0	0
PTU-27846	1	0	0	0	0	0	0	0
PTU-27847	1	0	0	0	0	0	0	0
PTU-27848	1	0	0	0	0	0	0	0
PTU-27849	1	0	0	0	0	0	0	0
PTU-27850	1	0	0	0	0	0	0	0
PTU-27851	1	0	0	0	0	0	0	0
PTU-27852	1	0	0	0	0	0	0	0
PTU-27853	1	0	0	0	0	0	0	0
PTU-27854	0	0	0	0	0	1	0	0
PTU-27855	0	0	0	0	1	0	0	0
PTU-27856	0	0	0	0	1	0	0	0
PTU-27857	0	0	0	0	1	0	0	0
PTU-27858	0	0	0	0	1	0	0	0
PTU-27859	1	0	0	0	0	0	0	0
PTU-27860	1	0	0	0	0	0	0	0
PTU-27861	1	0	0	0	0	0	0	0
PTU-27862	1	0	0	0	0	0	0	0
PTU-27863	1	0	0	0	0	0	0	0
PTU-27864	1	0	0	0	0	0	0	0
PTU-27865	1	0	0	0	0	0	0	0
PTU-27866	1	0	0	0	0	0	0	0
PTU-27867	1	0	0	0	0	0	0	0
PTU-27868	1	0	0	0	0	0	0	0
PTU-27869	1	0	0	0	0	0	0	0
PTU-27870	1	0	0	0	0	0	0	0
PTU-27871	1	0	0	0	0	0	0	0
PTU-27872	1	0	0	0	0	0	0	0
PTU-27873	1	0	0	0	0	0	0	0
PTU-27874	1	0	0	0	0	0	0	0
PTU-27875	1	0	0	0	0	0	0	0
PTU-27876	1	0	0	0	0	0	0	0
PTU-27877	1	0	0	0	0	0	0	0
PTU-27878	1	0	0	0	0	0	0	0
PTU-27879	1	0	0	0	0	0	0	0
PTU-27880	1	0	0	0	0	0	0	0
PTU-27881	1	0	0	0	0	0	0	0
PTU-27882	1	0	0	0	0	0	0	0
PTU-27883	1	0	0	0	0	0	0	0
PTU-27884	1	0	0	0	0	0	0	0
PTU-27885	1	0	0	0	0	0	0	0
PTU-27886	1	0	0	0	0	0	0	0
PTU-27887	0	0	0	0	0	1	0	0
PTU-27888	0	0	0	0	0	1	0	0
PTU-27889	0	0	0	0	0	1	0	0
PTU-27890	0	0	0	0	0	0	0	1
PTU-27891	0	0	0	0	0	0	0	1
PTU-27892	0	0	0	0	0	0	0	1
PTU-27893	0	0	0	0	0	0	0	1
PTU-27894	0	0	0	0	0	0	0	1
PTU-27895	0	0	0	0	0	0	0	1
PTU-27896	0	0	0	0	0	0	0	1
PTU-27897	0	0	0	0	0	0	0	1
PTU-27898	0	0	0	0	0	0	0	1
PTU-27899	0	0	0	0	1	0	0	0
PTU-27900	0	0	0	0	1	0	0	0
PTU-27901	0	0	0	0	1	0	0	0
PTU-27902	0	0	0	0	1	0	0	0
PTU-27903	0	0	0	0	1	0	0	0
PTU-27904	0	0	0	0	0	1	0	0
PTU-27905	0	0	0	0	0	1	0	0
PTU-27906	0	0	0	0	0	1	0	0
PTU-27907	0	0	0	0	0	1	0	0
PTU-27908	0	0	0	0	0	0	0	1
PTU-27909	0	0	0	0	0	0	0	1
PTU-27910	0	0	0	0	0	1	0	0
PTU-27911	0	0	0	0	0	0	0	1
PTU-27912	0	0	1	0	0	0	0	0
PTU-27913	0	0	1	0	0	0	0	0
PTU-27914	0	0	1	0	0	0	0	0
PTU-27915	0	0	1	0	0	0	0	0
PTU-27916	0	0	1	0	0	0	0	0
PTU-27917	0	0	1	0	0	0	0	0
PTU-27918	0	0	1	0	0	0	0	0
PTU-27919	0	0	1	0	0	0	0	0
PTU-27920	0	0	1	0	0	0	0	0
PTU-27921	0	0	1	0	0	0	0	0
PTU-27922	0	0	1	0	0	0	0	0
PTU-27923	0	0	1	0	0	0	0	0
PTU-27924	0	0	1	0	0	0	0	0
PTU-27925	0	0	1	0	0	0	0	0
PTU-27926	0	0	1	0	0	0	0	0
PTU-27927	0	0	1	0	0	0	0	0
PTU-27928	0	0	1	0	0	0	0	0
PTU-27929	0	0	0	0	0	1	0	0
PTU-27930	0	0	0	0	0	1	0	0
PTU-27931	0	0	0	0	0	1	0	0
PTU-27932	0	0	0	0	0	1	0	0
PTU-27933	0	0	0	0	0	1	0	0
PTU-27934	0	0	0	0	0	1	0	0
PTU-27935	0	0	0	0	0	1	0	0
PTU-27936	0	0	0	0	0	1	0	0
PTU-27937	0	0	0	0	0	1	0	0
PTU-27938	0	0	0	0	0	1	0	0
PTU-27939	0	0	0	0	0	1	0	0
PTU-27940	0	0	0	0	0	1	0	0
PTU-27941	0	0	0	0	0	1	0	0
PTU-27942	0	0	0	0	0	1	0	0
PTU-27943	0	0	0	0	0	1	0	0
PTU-27944	0	0	0	0	0	1	0	0
PTU-27945	0	0	0	0	0	1	0	0
PTU-27946	0	0	0	0	0	1	0	0
PTU-27947	0	0	0	0	0	1	0	0
PTU-27948	0	0	0	0	0	1	0	0
PTU-27949	0	0	0	0	0	1	0	0
PTU-27950	0	0	0	0	0	1	0	0
PTU-27951	0	0	0	0	0	1	0	0
PTU-27952	0	0	0	0	0	1	0	0
PTU-27953	0	0	0	0	0	1	0	0
PTU-27954	0	0	0	0	0	1	0	0
PTU-27955	0	0	0	0	0	1	0	0
PTU-27956	0	0	0	0	0	1	0	0
PTU-27957	0	0	0	0	0	1	0	0
PTU-27958	0	0	0	0	0	1	0	0
PTU-27959	0	0	0	0	0	1	0	0
PTU-27960	0	0	0	0	0	1	0	0
PTU-27961	0	0	0	0	0	1	0	0
PTU-27962	0	0	0	0	0	1	0	0
PTU-27963	0	0	0	0	0	1	0	0
PTU-27964	0	0	0	0	0	1	0	0
PTU-27965	0	0	0	0	0	1	0	0
PTU-27966	0	0	0	0	0	1	0	0
PTU-27967	0	0	0	0	0	1	0	0
PTU-27968	0	0	0	0	0	1	0	0
PTU-27969	0	0	0	0	0	1	0	0
PTU-27970	0	0	0	0	0	1	0	0
PTU-27971	0	0	1	0	0	0	0	0
PTU-27972	0	0	1	0	0	0	0	0
PTU-27973	0	0	0	0	0	0	0	1
PTU-27974	0	0	0	0	0	1	0	0
PTU-27975	0	0	0	0	0	1	0	0
PTU-27976	0	0	0	0	0	1	0	0
PTU-27977	0	0	0	0	0	1	0	0
PTU-27978	0	0	0	0	0	1	0	0
PTU-27979	0	0	0	0	0	1	0	0
PTU-27980	0	0	0	0	0	1	0	0
PTU-27981	0	0	0	0	0	1	0	0
PTU-27982	0	0	0	0	0	1	0	0
PTU-27983	0	0	0	0	0	1	0	0
PTU-27984	0	0	0	0	0	1	0	0
PTU-27985	0	0	0	0	0	1	0	0
PTU-27986	0	0	0	0	0	1	0	0
PTU-27987	0	0	0	0	0	1	0	0
PTU-27988	0	0	0	0	0	1	0	0
PTU-27989	0	0	0	0	0	1	0	0
PTU-27990	0	0	0	0	0	1	0	0
PTU-27991	0	0	0	0	0	1	0	0
PTU-27992	0	0	0	0	0	1	0	0
PTU-27993	0	0	0	0	0	1	0	0
PTU-27994	0	0	0	0	0	0	0	1
PTU-27995	0	0	0	0	0	1	0	0
PTU-27996	0	0	0	0	0	1	0	0
PTU-27997	0	0	0	0	0	1	0	0
PTU-27998	0	0	0	0	0	1	0	0
PTU-27999	0	0	0	0	0	1	0	0
PTU-28000	0	0	0	0	0	1	0	0
PTU-28001	0	0	0	0	0	1	0	0
PTU-28002	0	0	0	0	0	1	0	0
PTU-28003	0	0	0	0	0	1	0	0
PTU-28004	0	0	0	0	0	1	0	0
PTU-28005	0	0	0	0	0	1	0	0
PTU-28006	0	0	0	0	0	1	0	0
PTU-28007	0	0	0	0	0	1	0	0
PTU-28008	0	0	0	0	0	1	0	0
PTU-28009	0	0	0	0	0	1	0	0
PTU-28010	0	0	0	0	0	1	0	0
PTU-28011	0	0	0	0	0	1	0	0
PTU-28012	0	0	0	0	0	1	0	0
PTU-28013	0	0	0	0	0	1	0	0
PTU-28014	0	0	0	0	0	1	0	0
PTU-28015	0	0	0	0	0	1	0	0
PTU-28016	0	0	0	0	1	0	0	0
PTU-28017	0	0	0	0	0	0	0	1
PTU-28018	0	0	0	0	0	0	0	1
PTU-28019	0	0	0	0	0	0	0	1
PTU-28020	0	0	0	0	0	0	0	1
PTU-28021	0	0	0	0	0	0	0	1
PTU-28022	0	0	0	0	0	0	0	1
PTU-28023	0	0	0	0	0	0	0	1
PTU-28024	0	0	0	0	0	0	0	1
PTU-28025	0	0	0	0	0	0	0	1
PTU-28026	0	0	0	0	0	0	0	1
PTU-28027	0	0	0	0	0	0	0	1
PTU-28028	0	0	0	0	0	0	0	1
PTU-28029	0	0	0	0	0	0	0	1
PTU-28030	0	0	0	0	0	0	0	1
PTU-28031	0	0	0	0	0	0	0	1
PTU-28032	0	0	0	0	0	0	0	1
PTU-28033	0	0	0	0	0	0	0	1
PTU-28034	0	0	0	0	0	0	0	1
PTU-28035	0	0	0	0	0	0	0	1
PTU-28036	0	0	0	0	0	0	0	1
PTU-28037	0	0	0	0	1	0	0	0
PTU-28038	0	0	0	0	1	0	0	0
PTU-28039	0	0	0	0	1	0	0	0
PTU-28040	0	0	0	0	1	0	0	0
PTU-28041	0	0	0	0	1	0	0	0
PTU-28042	0	0	0	0	1	0	0	0
PTU-28043	0	0	0	0	1	0	0	0
PTU-28044	0	0	0	0	1	0	0	0
PTU-28045	0	0	0	0	1	0	0	0
PTU-28046	0	0	0	0	0	0	0	1
PTU-28047	0	0	0	0	1	0	0	0
PTU-28048	0	0	0	0	1	0	0	0
PTU-28049	0	0	0	0	1	0	0	0
PTU-28050	0	0	0	0	0	0	0	1
PTU-28051	0	0	0	0	0	0	0	1
PTU-28052	0	0	0	0	0	0	0	1
PTU-28053	0	0	0	0	0	0	0	1
PTU-28054	0	0	0	0	0	1	0	0
PTU-28055	0	0	0	0	0	1	0	0
PTU-28056	0	0	0	0	0	1	0	0
PTU-28057	0	0	0	0	0	1	0	0
PTU-28058	0	0	0	0	0	1	0	0
PTU-28059	0	0	0	0	0	1	0	0
PTU-28060	0	0	0	0	0	1	0	0
PTU-28061	0	0	0	0	0	1	0	0
PTU-28062	0	0	0	0	0	1	0	0
PTU-28063	0	0	0	0	0	1	0	0
PTU-28064	0	0	0	0	0	1	0	0
PTU-28065	0	0	0	0	0	1	0	0
PTU-28066	0	0	0	0	0	1	0	0
PTU-28067	0	0	0	0	0	1	0	0
PTU-28068	0	0	0	0	0	1	0	0
PTU-28069	0	0	0	0	0	1	0	0
PTU-28070	0	0	0	0	0	1	0	0
PTU-28071	0	0	0	0	0	1	0	0
PTU-28072	0	0	0	0	0	1	0	0
PTU-28073	0	0	0	0	0	1	0	0
PTU-28074	0	0	0	0	0	1	0	0
PTU-28075	0	0	0	0	0	1	0	0
PTU-28076	0	0	0	0	0	1	0	0
PTU-28077	0	0	0	0	0	1	0	0
PTU-28078	0	0	0	0	0	1	0	0
PTU-28079	0	0	0	0	0	1	0	0
PTU-28080	0	0	0	0	0	1	0	0
PTU-28081	0	0	0	0	0	1	0	0
PTU-28082	0	0	0	0	0	1	0	0
PTU-28083	0	0	0	0	0	1	0	0
PTU-28084	0	0	0	0	0	1	0	0
PTU-28085	0	0	0	0	0	1	0	0
PTU-28086	0	0	0	0	0	1	0	0
PTU-28087	0	0	0	0	0	1	0	0
PTU-28088	0	0	0	0	0	1	0	0
PTU-28089	0	0	0	0	0	1	0	0
PTU-28090	0	0	0	0	0	1	0	0
PTU-28091	0	0	0	0	0	1	0	0
PTU-28092	0	0	0	0	0	1	0	0
PTU-28093	0	0	0	0	0	1	0	0
PTU-28094	0	0	0	0	0	1	0	0
PTU-28095	0	0	0	0	0	1	0	0
PTU-28096	0	0	0	0	0	1	0	0
PTU-28097	0	0	0	0	0	1	0	0
PTU-28098	0	0	0	0	0	1	0	0
PTU-28099	0	0	0	0	0	1	0	0
PTU-28100	0	0	0	0	0	1	0	0
PTU-28101	0	0	0	0	0	1	0	0
PTU-28102	0	0	0	0	0	1	0	0
PTU-28103	0	0	0	0	0	1	0	0
PTU-28104	0	0	0	0	0	1	0	0
PTU-28105	0	0	0	0	0	1	0	0
PTU-28106	0	0	0	0	0	1	0	0
PTU-28107	0	0	0	0	0	1	0	0
PTU-28108	0	0	0	0	0	1	0	0
PTU-28109	0	0	0	0	0	1	0	0
PTU-28110	0	0	0	0	0	1	0	0
PTU-28111	0	0	0	0	0	1	0	0
PTU-28112	0	0	0	0	0	1	0	0
PTU-28113	0	0	0	0	0	1	0	0
PTU-28114	0	0	0	0	0	1	0	0
PTU-28115	0	0	0	0	0	1	0	0
PTU-28116	0	0	0	0	0	1	0	0
PTU-28117	0	0	0	0	0	1	0	0
PTU-28118	0	0	0	0	0	1	0	0
PTU-28119	0	0	0	0	0	1	0	0
PTU-28120	0	0	0	0	0	1	0	0
PTU-28121	0	0	0	0	0	1	0	0
PTU-28122	0	0	0	0	0	1	0	0
PTU-28123	0	0	0	0	0	1	0	0
PTU-28124	0	0	0	0	0	1	0	0
PTU-28125	0	0	0	0	0	1	0	0
PTU-28126	0	0	0	0	0	1	0	0
PTU-28127	0	0	0	0	0	1	0	0
PTU-28128	0	0	0	0	0	1	0	0
PTU-28129	0	0	0	0	0	1	0	0
PTU-28130	0	0	0	0	0	1	0	0
PTU-28131	0	0	0	0	0	1	0	0
PTU-28132	0	0	0	0	0	1	0	0
PTU-28133	0	0	0	0	0	1	0	0
PTU-28134	0	0	0	0	0	1	0	0
PTU-28135	0	0	0	0	0	1	0	0
PTU-28136	0	0	0	0	0	1	0	0
PTU-28137	0	0	0	0	0	1	0	0
PTU-28138	0	0	0	0	0	1	0	0
PTU-28139	0	0	0	0	0	1	0	0
PTU-28140	0	0	0	0	0	1	0	0
PTU-28141	0	0	0	0	0	1	0	0
PTU-28142	0	0	0	0	0	1	0	0
PTU-28143	0	0	0	0	0	1	0	0
PTU-28144	0	0	0	0	0	1	0	0
PTU-28145	0	0	0	0	0	1	0	0
PTU-28146	0	0	0	0	0	1	0	0
PTU-28147	0	0	0	0	0	1	0	0
PTU-28148	0	0	0	0	0	1	0	0
PTU-28149	0	0	0	0	0	1	0	0
PTU-28150	0	0	0	0	0	1	0	0
PTU-28151	0	0	0	0	0	1	0	0
PTU-28152	0	0	0	0	0	1	0	0
PTU-28153	0	0	0	0	0	1	0	0
PTU-28154	0	0	0	0	0	1	0	0
PTU-28155	0	0	0	0	0	1	0	0
PTU-28156	0	0	0	0	0	1	0	0
PTU-28157	0	0	0	0	0	1	0	0
PTU-28158	0	0	0	0	0	1	0	0
PTU-28159	0	0	0	0	0	1	0	0
PTU-28160	0	0	0	0	0	1	0	0
PTU-28161	0	0	0	0	0	1	0	0
PTU-28162	0	0	0	0	0	1	0	0
PTU-28163	0	0	0	0	0	1	0	0
PTU-28164	0	0	0	0	0	1	0	0
PTU-28165	0	0	0	0	0	1	0	0
PTU-28166	0	0	0	0	0	1	0	0
PTU-28167	0	0	0	0	0	1	0	0
PTU-28168	0	0	0	0	0	1	0	0
PTU-28169	0	0	0	0	0	1	0	0
PTU-28170	0	0	0	0	0	1	0	0
PTU-28171	0	0	0	0	0	1	0	0
PTU-28172	0	0	0	0	0	1	0	0
PTU-28173	0	0	0	0	0	1	0	0
PTU-28174	0	0	0	0	0	1	0	0
PTU-28175	0	0	0	0	0	1	0	0
PTU-28176	0	0	0	0	0	1	0	0
PTU-28177	0	0	0	0	0	1	0	0
PTU-28178	0	0	0	0	0	1	0	0
PTU-28179	0	0	0	0	0	1	0	0
PTU-28180	0	0	0	0	0	1	0	0
PTU-28181	0	0	0	0	0	1	0	0
PTU-28182	0	0	0	0	0	1	0	0
PTU-28183	0	0	0	0	0	1	0	0
PTU-28184	1	0	0	0	0	0	0	0
PTU-28185	1	0	0	0	0	0	0	0
PTU-28186	1	0	0	0	0	0	0	0
PTU-28187	1	0	0	0	0	0	0	0
PTU-28188	1	0	0	0	0	0	0	0
PTU-28189	1	0	0	0	0	0	0	0
PTU-28190	1	0	0	0	0	0	0	0
PTU-28191	0	0	0	0	1	0	0	0
PTU-28192	0	0	0	0	1	0	0	0
PTU-28193	0	0	0	0	1	0	0	0
PTU-28194	0	0	0	0	1	0	0	0
PTU-28195	0	0	0	0	1	0	0	0
PTU-28196	0	0	0	0	1	0	0	0
PTU-28197	0	0	0	0	1	0	0	0
PTU-28198	0	0	0	0	1	0	0	0
PTU-28199	0	0	0	0	1	0	0	0
PTU-28200	0	0	0	0	1	0	0	0
PTU-28201	1	0	0	0	0	0	0	0
PTU-28202	1	0	0	0	0	0	0	0
PTU-28203	1	0	0	0	0	0	0	0
PTU-28204	0	0	0	0	0	1	0	0
PTU-28205	0	0	0	0	0	1	0	0
PTU-28206	0	0	0	0	0	1	0	0
PTU-28207	0	0	0	0	0	1	0	0
PTU-28208	0	0	0	0	0	1	0	0
PTU-28209	0	0	0	0	0	1	0	0
PTU-28210	0	0	0	0	0	1	0	0
PTU-28211	0	0	0	0	0	1	0	0
PTU-28212	0	0	0	0	0	1	0	0
PTU-28213	0	0	0	0	1	0	0	0
PTU-28214	0	0	0	0	0	1	0	0
PTU-28215	0	0	0	0	0	1	0	0
PTU-28216	1	0	0	0	0	0	0	0
PTU-28217	0	0	0	0	1	0	0	0
PTU-28218	0	0	0	0	1	0	0	0
PTU-28219	0	0	0	0	1	0	0	0
PTU-28220	0	0	0	0	1	0	0	0
PTU-28221	0	0	1	0	0	0	0	0
PTU-28222	0	0	1	0	0	0	0	0
PTU-28223	0	0	1	0	0	0	0	0
PTU-28224	0	0	0	0	1	0	0	0
PTU-28225	0	0	0	0	1	0	0	0
PTU-28226	0	0	0	0	1	0	0	0
PTU-28227	0	0	0	0	1	0	0	0
PTU-28228	0	0	0	0	1	0	0	0
PTU-28229	0	0	0	0	1	0	0	0
PTU-28230	0	0	0	0	1	0	0	0
PTU-28231	0	0	0	0	1	0	0	0
PTU-28232	0	0	0	0	1	0	0	0
PTU-28233	0	0	0	0	1	0	0	0
PTU-28234	0	0	0	0	1	0	0	0
PTU-28235	0	0	0	0	1	0	0	0
PTU-28236	0	0	0	0	1	0	0	0
PTU-28237	0	0	0	0	1	0	0	0
PTU-28238	0	0	0	0	1	0	0	0
PTU-28239	0	0	0	0	1	0	0	0
PTU-28240	0	0	0	0	1	0	0	0
PTU-28241	0	0	0	0	1	0	0	0
PTU-28242	0	0	0	0	1	0	0	0
PTU-28243	0	0	0	0	1	0	0	0
PTU-28244	0	0	0	0	1	0	0	0
PTU-28245	0	0	0	0	1	0	0	0
PTU-28246	0	0	0	0	0	1	0	0
PTU-28247	0	0	0	0	0	1	0	0
PTU-28248	0	0	0	0	1	0	0	0
PTU-28249	0	0	0	0	1	0	0	0
PTU-28250	0	0	0	0	1	0	0	0
PTU-28251	0	0	0	0	1	0	0	0
PTU-28252	0	0	0	0	1	0	0	0
PTU-28253	0	0	0	0	1	0	0	0
PTU-28254	0	0	0	0	1	0	0	0
PTU-28255	0	0	0	0	1	0	0	0
PTU-28256	0	0	0	0	1	0	0	0
PTU-28257	0	0	0	0	1	0	0	0
PTU-28258	0	0	0	0	1	0	0	0
PTU-28259	0	0	0	0	1	0	0	0
PTU-28260	0	0	0	0	1	0	0	0
PTU-28261	0	0	0	0	1	0	0	0
PTU-28262	0	0	0	0	1	0	0	0
PTU-28263	0	0	0	0	1	0	0	0
PTU-28264	0	0	0	0	1	0	0	0
PTU-28265	0	0	0	0	0	0	0	1
PTU-28266	0	0	0	0	1	0	0	0
PTU-28267	0	0	0	0	1	0	0	0
PTU-28268	0	0	0	0	1	0	0	0
PTU-28269	0	0	0	0	1	0	0	0
PTU-28270	0	0	0	0	1	0	0	0
PTU-28271	0	0	0	0	1	0	0	0
PTU-28272	0	0	0	0	1	0	0	0
PTU-28273	0	0	0	0	1	0	0	0
PTU-28274	0	0	0	0	1	0	0	0
PTU-28275	0	0	0	0	1	0	0	0
PTU-28276	1	0	0	0	0	0	0	0
PTU-28277	1	0	0	0	0	0	0	0
PTU-28278	0	0	0	0	1	0	0	0
PTU-28279	0	0	0	0	1	0	0	0
PTU-28280	0	0	0	0	1	0	0	0
PTU-28281	0	0	0	0	0	0	0	1
PTU-28282	0	0	0	0	0	0	0	1
PTU-28283	0	0	0	0	0	0	0	1
PTU-28284	0	0	0	0	1	0	0	0
PTU-28285	0	0	0	0	1	0	0	0
PTU-28286	0	0	0	0	1	0	0	0
PTU-28287	0	0	0	0	1	0	0	0
PTU-28288	0	0	0	0	1	0	0	0
PTU-28289	0	0	0	0	1	0	0	0
PTU-28290	0	0	0	0	1	0	0	0
PTU-28291	0	0	0	0	1	0	0	0
PTU-28292	0	0	0	0	1	0	0	0
PTU-28293	0	0	0	0	1	0	0	0
PTU-28294	0	0	0	0	1	0	0	0
PTU-28295	1	0	0	0	0	0	0	0
PTU-28296	1	0	0	0	0	0	0	0
PTU-28297	0	0	0	0	1	0	0	0
PTU-28298	0	0	0	0	1	0	0	0
PTU-28299	0	0	0	0	1	0	0	0
PTU-28300	0	0	0	0	1	0	0	0
PTU-28301	0	0	0	0	1	0	0	0
PTU-28302	0	0	0	0	1	0	0	0
PTU-28303	0	0	0	0	1	0	0	0
PTU-28304	0	0	0	0	1	0	0	0
PTU-28305	0	0	0	0	0	1	0	0
PTU-28306	0	0	0	0	0	1	0	0
PTU-28307	0	0	0	0	0	1	0	0
PTU-28308	0	0	0	0	0	1	0	0
PTU-28309	0	0	0	0	0	1	0	0
PTU-28310	0	0	0	0	0	1	0	0
PTU-28311	0	0	0	0	0	1	0	0
PTU-28312	0	0	0	0	0	1	0	0
PTU-28313	0	0	0	0	0	1	0	0
PTU-28314	0	0	0	0	0	1	0	0
PTU-28315	0	0	0	0	0	1	0	0
PTU-28316	0	0	0	0	0	1	0	0
PTU-28317	0	0	0	0	0	1	0	0
PTU-28318	0	0	0	0	0	1	0	0
PTU-28319	0	0	0	0	0	1	0	0
PTU-28320	0	0	0	0	0	1	0	0
PTU-28321	0	0	0	0	0	1	0	0
PTU-28322	0	0	0	0	0	1	0	0
PTU-28323	0	0	0	0	0	1	0	0
PTU-28324	0	0	0	0	0	1	0	0
PTU-28325	1	0	0	0	0	0	0	0
PTU-28326	0	0	0	0	0	1	0	0
PTU-28327	0	0	0	0	0	1	0	0
PTU-28328	0	0	0	0	0	1	0	0
PTU-28329	0	0	0	0	0	1	0	0
PTU-28330	0	0	0	0	0	1	0	0
PTU-28331	0	0	0	0	0	1	0	0
PTU-28332	0	0	0	0	0	1	0	0
PTU-28333	0	0	0	0	0	1	0	0
PTU-28334	0	0	0	0	0	1	0	0
PTU-28335	0	0	0	0	0	1	0	0
PTU-28336	0	0	0	0	0	1	0	0
PTU-28337	0	0	0	0	0	0	0	1
PTU-28338	0	0	0	0	0	0	0	1
PTU-28339	0	0	0	0	0	0	0	1
PTU-28340	0	0	0	0	0	0	0	1
PTU-28341	0	0	0	0	0	1	0	0
PTU-28342	0	0	0	0	0	1	0	0
PTU-28343	0	0	0	0	0	1	0	0
PTU-28344	0	0	0	0	0	1	0	0
PTU-28345	0	0	0	0	0	1	0	0
PTU-28346	0	0	0	0	0	1	0	0
PTU-28347	1	0	0	0	0	0	0	0
PTU-28348	1	0	0	0	0	0	0	0
PTU-28349	1	0	0	0	0	0	0	0
PTU-28350	1	0	0	0	0	0	0	0
PTU-28351	1	0	0	0	0	0	0	0
PTU-28352	1	0	0	0	0	0	0	0
PTU-28353	1	0	0	0	0	0	0	0
PTU-28354	1	0	0	0	0	0	0	0
PTU-28355	1	0	0	0	0	0	0	0
PTU-28356	1	0	0	0	0	0	0	0
PTU-28357	1	0	0	0	0	0	0	0
PTU-28358	1	0	0	0	0	0	0	0
